tool_name,version,date
composer,2.5.1,2023-01-12T13:14:56+00:00
composer,2.5.2,2023-02-09T13:39:22+00:00
composer,2.5.4,2023-02-18T17:35:35+00:00
composer,2.5.5,2023-03-30T08:51:20+00:00
composer,2.5.7,2023-06-08T11:09:44+00:00
composer,2.5.8,2023-06-15T10:52:02+00:00
composer,2.6.2,2023-09-07T11:49:34+00:00
composer,2.6.3,2023-09-21T10:45:58+00:00
composer,2.6.4,2023-10-05T08:52:06+00:00
composer,2.6.5,2023-10-18T12:46:58+00:00
composer,2.6.6,2023-12-14T19:03:34+00:00
composer,2.7.1,2024-02-13T14:13:03+00:00
