tool_name,version,date
google_chrome,108.0.5359.124,2023-01-12T13:14:56+00:00
google_chrome,109.0.5414.74,2023-01-19T15:49:50+00:00
google_chrome,109.0.5414.119,2023-02-02T09:59:42+00:00
google_chrome,110.0.5481.100,2023-02-18T17:35:35+00:00
google_chrome,110.0.5481.177,2023-03-02T12:54:30+00:00
google_chrome,111.0.5563.64,2023-03-16T09:47:08+00:00
google_chrome,111.0.5563.110,2023-03-30T08:51:20+00:00
google_chrome,111.0.5563.146,2023-04-06T09:37:48+00:00
google_chrome,112.0.5615.49,2023-04-13T12:19:19+00:00
google_chrome,112.0.5615.121,2023-04-20T09:12:12+00:00
google_chrome,112.0.5615.165,2023-04-26T18:18:07+00:00
google_chrome,113.0.5672.63,2023-05-11T06:28:26+00:00
google_chrome,113.0.5672.126,2023-06-02T08:54:31+00:00
google_chrome,114.0.5735.90,2023-06-08T11:09:44+00:00
google_chrome,114.0.5735.106,2023-06-15T10:52:02+00:00
google_chrome,114.0.5735.133,2023-06-22T10:50:29+00:00
google_chrome,114.0.5735.198,2023-07-06T06:46:48+00:00
google_chrome,115.0.5790.102,2023-07-26T07:36:40+00:00
google_chrome,115.0.5790.110,2023-08-03T10:34:33+00:00
google_chrome,115.0.5790.170,2023-08-10T09:20:44+00:00
google_chrome,116.0.5845.96,2023-08-24T11:06:16+00:00
google_chrome,116.0.5845.140,2023-09-07T11:49:34+00:00
google_chrome,116.0.5845.187,2023-09-14T11:09:57+00:00
google_chrome,117.0.5938.88,2023-09-21T10:45:58+00:00
google_chrome,117.0.5938.92,2023-09-28T06:48:30+00:00
google_chrome,117.0.5938.132,2023-10-05T08:52:06+00:00
google_chrome,118.0.5993.70,2023-10-18T12:46:58+00:00
google_chrome,118.0.5993.88,2023-10-26T10:20:49+00:00
google_chrome,118.0.5993.117,2023-10-26T18:59:36+00:00
google_chrome,119.0.6045.159,2023-11-20T12:48:32+00:00
google_chrome,119.0.6045.199,2023-12-08T12:19:21+00:00
google_chrome,120.0.6099.71,2023-12-14T19:03:34+00:00
google_chrome,120.0.6099.109,2023-12-20T15:58:31+00:00
google_chrome,120.0.6099.199,2024-01-10T11:38:07+00:00
google_chrome,120.0.6099.216,2024-01-18T12:12:04+00:00
google_chrome,120.0.6099.224,2024-01-25T11:25:12+00:00
google_chrome,121.0.6167.85,2024-02-01T10:15:40+00:00
google_chrome,121.0.6167.139,2024-02-02T02:49:53+00:00
google_chrome,121.0.6167.160,2024-02-13T14:13:03+00:00
google_chrome,121.0.6167.184,2024-02-21T21:17:15+00:00
google_chrome,122.0.6261.69,2024-02-29T09:10:07+00:00
