tool_name,version,date
tzdata,2021a-0ubuntu0.20.04,2021-04-01T14:37:59+00:00
tzdata,2021a-2ubuntu0.20.04,2021-10-14T08:56:52+00:00
tzdata,2021e-0ubuntu0.20.04,2021-11-03T08:46:58+00:00
tzdata,2022a-0ubuntu0.20.04,2022-04-04T09:43:46+00:00
tzdata,2022c-0ubuntu0.20.04.0,2022-09-08T08:50:51+00:00
tzdata,2022e-0ubuntu0.20.04.0,2022-11-03T09:08:26+00:00
tzdata,2022f-0ubuntu0.20.04.1,2022-11-24T11:23:00+00:00
tzdata,2022g-0ubuntu0.20.04.1,2022-12-15T09:37:39+00:00
tzdata,2023c-0ubuntu0.20.04.0,2023-04-20T09:12:12+00:00
tzdata,2023c-0ubuntu0.20.04.1,2023-04-26T18:18:07+00:00
tzdata,2023c-0ubuntu0.20.04.2,2023-06-08T11:09:44+00:00
tzdata,2023d-0ubuntu0.20.04,2024-01-18T12:12:04+00:00
