tool_name,version,date
terraform,1.3.7,2023-01-12T13:14:56+00:00
terraform,1.3.9,2023-02-18T17:35:35+00:00
terraform,1.4.0,2023-03-16T09:47:08+00:00
terraform,1.4.2,2023-03-23T21:50:57+00:00
terraform,1.4.4,2023-04-06T09:37:48+00:00
terraform,1.4.5,2023-04-20T09:12:12+00:00
terraform,1.4.6,2023-05-11T06:28:26+00:00
terraform,1.5.0,2023-06-22T10:50:29+00:00
terraform,1.5.1,2023-06-29T09:04:26+00:00
terraform,1.5.2,2023-07-06T06:46:48+00:00
terraform,1.5.3,2023-07-20T10:47:52+00:00
terraform,1.5.4,2023-08-03T10:34:33+00:00
terraform,1.5.5,2023-08-21T10:59:27+00:00
terraform,1.5.6,2023-09-07T11:49:34+00:00
terraform,1.5.7,2023-09-14T11:09:57+00:00
terraform,1.6.1,2023-10-18T12:46:58+00:00
terraform,1.6.2,2023-10-26T10:20:49+00:00
terraform,1.6.4,2023-11-20T12:48:32+00:00
terraform,1.6.5,2023-12-08T12:19:21+00:00
terraform,1.6.6,2023-12-20T15:58:31+00:00
terraform,1.7.0,2024-01-25T11:25:12+00:00
terraform,1.7.1,2024-02-01T10:15:40+00:00
terraform,1.7.2,2024-02-02T02:49:53+00:00
terraform,1.7.3,2024-02-13T14:13:03+00:00
terraform,1.7.4,2024-02-29T09:10:07+00:00
