tool_name,version,date
cabal,3.6.2.0,2023-01-12T13:14:56+00:00
cabal,3.10.1.0,2023-03-30T08:51:20+00:00
cabal,3.10.2.0,2023-11-20T12:48:32+00:00
cabal,3.10.2.1,2024-01-10T11:38:07+00:00
