project_name,dep_name,dep_type
guice,local_config_cc_toolchains,library
guice,maven,library
guice,remotejdk11_linux,library
guice,bazel_tools,library
guice,local_config_cc,library
guice,org_apache_maven_maven_plugin_api,library
guice,org_eclipse_sisu_org_eclipse_sisu_inject,library
guice,org_pantsbuild_jarjar,library
guice,org_codehaus_plexus_plexus_component_annotations,library
guice,org_apache_maven_maven_model,library
guice,remote_java_tools,library
testgrid,com_github_prometheus_client_model,library
gnoi,com_google_absl,library
testgrid,com_github_prometheus_client_golang,library
gnoi,zlib,library
testgrid,com_github_client9_misspell,library
opentitan,crt,library
opentitan,rules_pkg,library
opentitan,rules_python,library
opentitan,rules_foreign_cc,library
testgrid,com_github_fvbommel_sortorder,library
opentitan,io_bazel_rules_go,library
opentitan,bazel_gazelle,library
guice,org_apache_ant_ant,library
guice,org_codehaus_plexus_plexus_classworlds,library
guice,javax_enterprise_cdi_api,library
guice,org_codehaus_plexus_plexus_utils,library
guice,rules_cc,library
guice,org_apache_ant_ant_launcher,library
testgrid,org_golang_x_sys,library
opentitan,bazel_skylib,library
opentitan,python3,library
guice,org_eclipse_sisu_org_eclipse_sisu_plexus,library
guice,org_apache_maven_maven_artifact,library
opentitan,lowrisc_lint,library
opentitan,rules_fuzzing,library
opentitan,rules_rust,library
starlark,starlark-rust,toolchain
opentitan,com_google_protobuf,library
testgrid,com_github_google_uuid,library
opentitan,python3_x86_64-unknown-linux-gnu,toolchain
testgrid,com_github_go_chi_chi,library
gnoi,local_config_xcode,library
gnoi,io_bazel_rules_nogo,library
gnoi,bazel_gazelle_go_repository_cache,library
testgrid,in_gopkg_yaml_v2,library
testgrid,io_k8s_sigs_yaml,library
gnoi,bazel_gazelle_go_repository_tools,toolchain
gnoi,go_sdk,toolchain
testgrid,com_github_prometheus_procfs,library
testgrid,io_k8s_klog_v2,library
gnoi,bazel_gazelle_go_repository_tools,toolchain
gnoi,bazel_gazelle_go_repository_config,library
gnoi,org_golang_x_net,library
gnoi,org_golang_google_grpc,library
testgrid,com_github_prometheus_common,library
testgrid,com_github_googleapis_gax_go_v2,library
testgrid,org_golang_x_oauth2,library
testgrid,com_google_cloud_go_iam,library
testgrid,com_google_cloud_go_compute_metadata,library
opentitan,python3_x86_64-unknown-linux-gnu,toolchain
testgrid,org_golang_x_tools,library
testgrid,io_opencensus_go,library
opentitan,ot_python_wheels,library
testgrid,com_github_cespare_xxhash_v2,library
opentitan,ot_python_deps,library
opentitan,pypi__click,library
opentitan,pypi__colorama,library
opentitan,pypi__pip,library
opentitan,pypi__pip_tools,library
opentitan,pypi__pkginfo,library
opentitan,pypi__setuptools,library
opentitan,pypi__wheel,library
testgrid,com_google_cloud_go,library
testgrid,org_golang_google_genproto,library
testgrid,org_golang_x_sync,library
guice,rules_proto,library
guice,remote_java_tools_linux,library
testgrid,com_github_hashicorp_errwrap,library
testgrid,com_github_beorn7_perks,library
testgrid,com_github_pelletier_go_toml,library
opentitan,secure_hooks_setup,library
opentitan,hooks_setup,library
opentitan,rules_cc,library
opentitan,local_config_platform,library
opentitan,platforms,library
opentitan,rules_foreign_cc_framework_toolchain_macos,library
opentitan,rules_foreign_cc_framework_toolchain_linux,library
opentitan,rules_foreign_cc_framework_toolchain_windows,library
opentitan,rules_foreign_cc_framework_toolchain_freebsd,library
opentitan,python3_toolchains,library
opentitan,rust_darwin_aarch64__aarch64-apple-darwin__stable,library
opentitan,rust_analyzer_1.71.1,library
opentitan,rust_darwin_aarch64__aarch64-apple-darwin__nightly,library
opentitan,rust_darwin_aarch64__riscv32imc-unknown-none-elf__stable,library
opentitan,rust_darwin_aarch64__riscv32imc-unknown-none-elf__nightly,library
opentitan,rustfmt_nightly-2023-07-13__aarch64-apple-darwin,library
opentitan,ninja_1.10.2_toolchains,library
opentitan,cmake_3.22.2_toolchains,library
opentitan,rust_windows_aarch64__aarch64-pc-windows-msvc__stable,library
opentitan,rust_windows_aarch64__aarch64-pc-windows-msvc__nightly,library
opentitan,rust_windows_aarch64__riscv32imc-unknown-none-elf__stable,library
opentitan,rust_windows_aarch64__riscv32imc-unknown-none-elf__nightly,library
opentitan,rustfmt_nightly-2023-07-13__aarch64-pc-windows-msvc,library
opentitan,rust_linux_aarch64__aarch64-unknown-linux-gnu__stable,library
opentitan,rust_linux_aarch64__riscv32imc-unknown-none-elf__stable,library
opentitan,rust_linux_aarch64__aarch64-unknown-linux-gnu__nightly,library
opentitan,local_config_sh,library
opentitan,rust_linux_aarch64__riscv32imc-unknown-none-elf__nightly,library
opentitan,rustfmt_nightly-2023-07-13__aarch64-unknown-linux-gnu,library
opentitan,rust_darwin_x86_64__x86_64-apple-darwin__nightly,library
opentitan,rust_darwin_x86_64__x86_64-apple-darwin__stable,library
opentitan,rustfmt_nightly-2023-07-13__x86_64-apple-darwin,library
opentitan,rust_darwin_x86_64__riscv32imc-unknown-none-elf__nightly,library
opentitan,rust_darwin_x86_64__riscv32imc-unknown-none-elf__stable,library
opentitan,rust_windows_x86_64__x86_64-pc-windows-msvc__stable,library
opentitan,rust_windows_x86_64__x86_64-pc-windows-msvc__nightly,library
opentitan,rust_windows_x86_64__riscv32imc-unknown-none-elf__stable,library
opentitan,rust_windows_x86_64__riscv32imc-unknown-none-elf__nightly,library
opentitan,rustfmt_nightly-2023-07-13__x86_64-pc-windows-msvc,library
opentitan,rust_freebsd_x86_64__x86_64-unknown-freebsd__stable,library
opentitan,rust_freebsd_x86_64__x86_64-unknown-freebsd__nightly,library
opentitan,rust_freebsd_x86_64__riscv32imc-unknown-none-elf__nightly,library
opentitan,rustfmt_nightly-2023-07-13__x86_64-unknown-freebsd,library
opentitan,rust_freebsd_x86_64__riscv32imc-unknown-none-elf__stable,library
opentitan,rust_linux_x86_64__x86_64-unknown-linux-gnu__stable,library
opentitan,rust_linux_x86_64__x86_64-unknown-linux-gnu__nightly,library
opentitan,rust_linux_x86_64__riscv32imc-unknown-none-elf__stable,library
opentitan,rust_linux_x86_64__riscv32imc-unknown-none-elf__nightly,library
opentitan,rustfmt_nightly-2023-07-13__x86_64-unknown-linux-gnu,library
opentitan,remotejdk11_linux_toolchain_config_repo,library
opentitan,local_jdk,library
opentitan,remotejdk11_linux_aarch64_toolchain_config_repo,library
opentitan,remotejdk11_linux_s390x_toolchain_config_repo,library
opentitan,remotejdk11_linux_ppc64le_toolchain_config_repo,library
opentitan,remotejdk11_macos_toolchain_config_repo,library
opentitan,remotejdk11_macos_aarch64_toolchain_config_repo,library
opentitan,remotejdk11_win_toolchain_config_repo,library
opentitan,local_config_cc_toolchains,library
opentitan,remotejdk11_win_arm64_toolchain_config_repo,library
opentitan,remotejdk17_linux_toolchain_config_repo,library
opentitan,remotejdk17_linux_aarch64_toolchain_config_repo,library
opentitan,remotejdk18_win_arm64_toolchain_config_repo,library
opentitan,remotejdk17_macos_toolchain_config_repo,library
opentitan,remotejdk17_win_toolchain_config_repo,library
opentitan,remotejdk17_macos_aarch64_toolchain_config_repo,library
opentitan,remotejdk17_win_arm64_toolchain_config_repo,library
opentitan,remotejdk18_linux_aarch64_toolchain_config_repo,library
opentitan,remotejdk18_linux_toolchain_config_repo,library
opentitan,remotejdk18_macos_toolchain_config_repo,library
opentitan,remotejdk18_macos_aarch64_toolchain_config_repo,library
opentitan,remotejdk18_win_toolchain_config_repo,library
opentitan,go_sdk,library
opentitan,rules_java,library
testgrid,org_golang_x_mod,library
testgrid,com_github_go_logr_logr,library
testgrid,com_github_pmezard_go_difflib,library
testgrid,com_github_matttproud_golang_protobuf_extensions,library
testgrid,org_golang_x_xerrors,library
testgrid,com_github_gogo_protobuf,library
testgrid,com_github_bmatcuk_doublestar_v4,library
opentitan,rust_linux_x86_64__x86_64-unknown-linux-gnu__nightly_tools,library
opentitan,lowrisc_serde_annotate,library
opentitan,crate_index,library
opentitan,bazel_tools,library
opentitan,local_config_cc,library
testgrid,com_github_google_s2a_go,library
testgrid,org_golang_x_text,library
testgrid,io_k8s_apimachinery,library
testgrid,com_github_golang_groupcache,library
testgrid,com_github_googleapis_enterprise_certificate_proxy,library
gnoi,org_golang_x_sys,library
gnoi,org_golang_x_text,library
testgrid,org_golang_x_crypto,library
testgrid,org_golang_google_appengine,library
testgrid,com_github_google_gofuzz,library
testgrid,io_k8s_sigs_structured_merge_diff_v4,library
testgrid,in_gopkg_inf_v0,library
testgrid,io_k8s_utils,library
testgrid,io_k8s_sigs_json,library
testgrid,com_github_json_iterator_go,library
guice,org_ow2_asm_asm,library
guice,javax_annotation_jsr250_api,library
guice,org_ow2_asm_asm_tree,library
guice,javax_inject_javax_inject,library
guice,org_ow2_asm_asm_commons,library
testgrid,com_github_modern_go_reflect2,library
testgrid,com_github_modern_go_concurrent,library
j2cl,io_bazel_rules_kotlin,library
j2cl,io_bazel_rules_closure,library
j2cl,bazel_skylib,library
j2cl,rules_license,library
j2cl,io_bazel_rules_go,library
j2cl,bazel_gazelle,library
j2cl,io_bazel_rules_webtesting,library
j2cl,rules_java,library
j2cl,rules_proto,library
j2cl,com_google_jsinterop_annotations-j2cl,library
j2cl,local_config_platform,library
j2cl,bazel_common_javadoc,library
j2cl,remotejdk11_linux_aarch64_toolchain_config_repo,library
j2cl,remotejdk11_linux_ppc64le_toolchain_config_repo,library
j2cl,remotejdk11_linux_s390x_toolchain_config_repo,library
j2cl,remotejdk11_linux_toolchain_config_repo,library
j2cl,remotejdk11_macos_toolchain_config_repo,library
j2cl,remotejdk11_macos_aarch64_toolchain_config_repo,library
j2cl,remotejdk15_linux_toolchain_config_repo,library
j2cl,remotejdk11_win_toolchain_config_repo,library
j2cl,remotejdk11_win_arm64_toolchain_config_repo,library
j2cl,remotejdk15_macos_toolchain_config_repo,library
j2cl,remotejdk15_macos_aarch64_toolchain_config_repo,library
j2cl,remotejdk15_win_toolchain_config_repo,library
j2cl,remotejdk16_linux_toolchain_config_repo,library
j2cl,remotejdk16_macos_toolchain_config_repo,library
j2cl,remotejdk16_macos_aarch64_toolchain_config_repo,library
j2cl,local_jdk,library
j2cl,remotejdk17_macos_toolchain_config_repo,library
j2cl,remotejdk17_macos_aarch64_toolchain_config_repo,library
j2cl,remotejdk16_win_toolchain_config_repo,library
j2cl,remotejdk17_linux_toolchain_config_repo,library
j2cl,remotejdk17_win_toolchain_config_repo,library
j2cl,remotejdk17_win_arm64_toolchain_config_repo,library
j2cl,local_config_sh,library
j2cl,com_google_javascript_closure_library,library
j2cl,com_google_protobuf,library
j2cl,local_config_cc_toolchains,library
j2cl,remote_java_tools,library
j2cl,org_junit,library
j2cl,com_google_code_findbugs_jsr305,library
j2cl,com_google_guava,library
j2cl,bazel_tools,library
j2cl,local_config_cc,library
j2cl,com_google_guava_failure_access,library
j2cl,com_google_dagger,library
j2cl,javax_inject,library
j2cl,com_google_errorprone_error_prone_annotations,library
j2cl,rules_cc,library
j2cl,remotejdk11_linux,library
j2cl,com_google_dagger_compiler,library
chrome-ssh-agent,local_config_platform,library
chrome-ssh-agent,aspect_rules_ts~2.0.0,library
chrome-ssh-agent,bazel_skylib~1.4.2,library
chrome-ssh-agent,gazelle~0.33.0,library
chrome-ssh-agent,rules_pkg~0.9.1,library
chrome-ssh-agent,aspect_rules_js~1.33.1,library
j2cl,rules_python,library
chrome-ssh-agent,bazel_features~1.1.0,library
chrome-ssh-agent,aspect_bazel_lib~1.31.2,library
chrome-ssh-agent,rules_go~0.42.0,library
chrome-ssh-agent,aspect_rules_js~1.33.1~npm~npm,library
chrome-ssh-agent,aspect_rules_js~1.33.1~npm~npm__at_types_chrome__0.0.248,library
chrome-ssh-agent,aspect_rules_js~1.33.1~npm~npm__at_types_filesystem__0.0.32,library
chrome-ssh-agent,aspect_rules_js~1.33.1~npm~npm__at_types_filewriter__0.0.29,library
chrome-ssh-agent,aspect_rules_js~1.33.1~npm~npm__at_types_har-format__1.2.10,library
chrome-ssh-agent,aspect_rules_js~1.33.1~npm~npm__at_tootallnate_once__2.0.0,library
chrome-ssh-agent,aspect_rules_js~1.33.1~npm~npm__xmlchars__2.2.0,library
chrome-ssh-agent,aspect_rules_js~1.33.1~npm~npm__at_ungap_url-search-params__0.2.2,library
chrome-ssh-agent,aspect_rules_js~1.33.1~npm~npm__abab__2.0.6,library
chrome-ssh-agent,aspect_rules_js~1.33.1~npm~npm__agent-base__6.0.2,library
chrome-ssh-agent,aspect_rules_js~1.33.1~npm~npm__asynckit__0.4.0,library
chrome-ssh-agent,aspect_rules_js~1.33.1~npm~npm__xml-name-validator__4.0.0,library
chrome-ssh-agent,aspect_rules_js~1.33.1~npm~npm__combined-stream__1.0.8,library
chrome-ssh-agent,aspect_rules_js~1.33.1~npm~npm__cssstyle__3.0.0,library
chrome-ssh-agent,aspect_rules_js~1.33.1~npm~npm__debug__4.3.4,library
chrome-ssh-agent,aspect_rules_js~1.33.1~npm~npm__data-urls__4.0.0,library
chrome-ssh-agent,aspect_rules_js~1.33.1~npm~npm__decimal.js__10.4.3,library
chrome-ssh-agent,aspect_rules_js~1.33.1~npm~npm__delayed-stream__1.0.0,library
chrome-ssh-agent,aspect_rules_js~1.33.1~npm~npm__ws__8.13.0,library
chrome-ssh-agent,aspect_rules_js~1.33.1~npm~npm__domexception__4.0.0,library
chrome-ssh-agent,aspect_rules_js~1.33.1~npm~npm__entities__4.4.0,library
chrome-ssh-agent,aspect_rules_js~1.33.1~npm~npm__form-data__4.0.0,library
chrome-ssh-agent,aspect_rules_js~1.33.1~npm~npm__html-encoding-sniffer__3.0.0,library
chrome-ssh-agent,aspect_rules_js~1.33.1~npm~npm__http-proxy-agent__5.0.0,library
chrome-ssh-agent,aspect_rules_js~1.33.1~npm~npm__whatwg-url__12.0.1,library
chrome-ssh-agent,aspect_rules_js~1.33.1~npm~npm__https-proxy-agent__5.0.1,library
chrome-ssh-agent,aspect_rules_js~1.33.1~npm~npm__iconv-lite__0.6.3,library
chrome-ssh-agent,aspect_rules_js~1.33.1~npm~npm__is-potential-custom-element-name__1.0.1,library
chrome-ssh-agent,aspect_rules_js~1.33.1~npm~npm__jsdom__22.1.0,library
chrome-ssh-agent,aspect_rules_js~1.33.1~npm~npm__mem-storage-area__1.0.3,library
chrome-ssh-agent,aspect_rules_js~1.33.1~npm~npm__mime-db__1.52.0,library
chrome-ssh-agent,aspect_rules_js~1.33.1~npm~npm__whatwg-mimetype__3.0.0,library
chrome-ssh-agent,aspect_rules_js~1.33.1~npm~npm__mime-types__2.1.35,library
chrome-ssh-agent,aspect_rules_js~1.33.1~npm~npm__ms__2.1.2,library
chrome-ssh-agent,aspect_rules_js~1.33.1~npm~npm__nwsapi__2.2.5,library
chrome-ssh-agent,aspect_rules_js~1.33.1~npm~npm__psl__1.9.0,library
chrome-ssh-agent,aspect_rules_js~1.33.1~npm~npm__parse5__7.1.2,library
chrome-ssh-agent,aspect_rules_js~1.33.1~npm~npm__punycode__2.3.0,library
chrome-ssh-agent,aspect_rules_js~1.33.1~npm~npm__whatwg-encoding__2.0.0,library
chrome-ssh-agent,aspect_rules_js~1.33.1~npm~npm__querystringify__2.2.0,library
chrome-ssh-agent,aspect_rules_js~1.33.1~npm~npm__requires-port__1.0.0,library
chrome-ssh-agent,aspect_rules_js~1.33.1~npm~npm__safer-buffer__2.1.2,library
chrome-ssh-agent,aspect_rules_js~1.33.1~npm~npm__webidl-conversions__7.0.0,library
chrome-ssh-agent,aspect_rules_js~1.33.1~npm~npm__rrweb-cssom__0.6.0,library
chrome-ssh-agent,aspect_rules_js~1.33.1~npm~npm__saxes__6.0.0,library
chrome-ssh-agent,aspect_rules_js~1.33.1~npm~npm__symbol-tree__3.2.4,library
chrome-ssh-agent,aspect_rules_js~1.33.1~npm~npm__tough-cookie__4.1.3,library
chrome-ssh-agent,aspect_rules_js~1.33.1~npm~npm__tr46__4.1.1,library
chrome-ssh-agent,aspect_rules_js~1.33.1~npm~npm__typescript__5.2.2,library
chrome-ssh-agent,aspect_rules_js~1.33.1~npm~npm__web-locks__0.0.8,library
chrome-ssh-agent,aspect_rules_js~1.33.1~npm~npm__universalify__0.2.0,library
chrome-ssh-agent,aspect_rules_js~1.33.1~npm~npm__w3c-xmlserializer__4.0.0,library
chrome-ssh-agent,aspect_rules_js~1.33.1~npm~npm__url-parse__1.5.10,library
chrome-ssh-agent,bazel_features~1.1.0~version_extension~bazel_features_globals,library
chrome-ssh-agent,bazel_features~1.1.0~version_extension~bazel_features_version,library
chrome-ssh-agent,rules_go~0.42.0~go_sdk~go_host_compatible_sdk_label,library
chrome-ssh-agent,gazelle~0.33.0~non_module_deps~bazel_gazelle_is_bazel_module,library
chrome-ssh-agent,platforms,library
chrome-ssh-agent,aspect_rules_esbuild~0.15.3,library
chrome-ssh-agent,rules_python~0.10.2,library
chrome-ssh-agent,rules_nodejs~6.0.2,library
chrome-ssh-agent,rules_go~0.42.0~go_sdk~go_toolchains,library
chrome-ssh-agent,rules_java~5.5.1,library
chrome-ssh-agent,local_jdk,library
chrome-ssh-agent,local_config_sh,library
chrome-ssh-agent,bazel_tools~sh_configure_extension~local_config_sh,library
chrome-ssh-agent,aspect_bazel_lib~1.31.2~ext~coreutils_toolchains,library
chrome-ssh-agent,remotejdk11_linux_toolchain_config_repo,library
chrome-ssh-agent,remotejdk18_win_arm64_toolchain_config_repo,library
chrome-ssh-agent,aspect_bazel_lib~1.31.2~ext~yq_toolchains,library
chrome-ssh-agent,remotejdk18_win_toolchain_config_repo,library
chrome-ssh-agent,remotejdk11_linux_aarch64_toolchain_config_repo,library
chrome-ssh-agent,remotejdk18_macos_aarch64_toolchain_config_repo,library
chrome-ssh-agent,remotejdk11_linux_ppc64le_toolchain_config_repo,library
chrome-ssh-agent,aspect_bazel_lib~1.31.2~ext~jq_toolchains,library
chrome-ssh-agent,remotejdk18_macos_toolchain_config_repo,library
chrome-ssh-agent,remotejdk11_linux_s390x_toolchain_config_repo,library
chrome-ssh-agent,aspect_bazel_lib~1.31.2~ext~copy_to_directory_toolchains,library
chrome-ssh-agent,remotejdk18_linux_aarch64_toolchain_config_repo,library
chrome-ssh-agent,remotejdk11_macos_toolchain_config_repo,library
chrome-ssh-agent,local_config_cc_toolchains,library
chrome-ssh-agent,remotejdk18_linux_toolchain_config_repo,library
chrome-ssh-agent,aspect_bazel_lib~1.31.2~ext~copy_directory_toolchains,library
chrome-ssh-agent,remotejdk11_macos_aarch64_toolchain_config_repo,library
chrome-ssh-agent,remotejdk17_win_arm64_toolchain_config_repo,library
chrome-ssh-agent,bazel_tools~cc_configure_extension~local_config_cc_toolchains,library
chrome-ssh-agent,remotejdk11_win_toolchain_config_repo,library
chrome-ssh-agent,aspect_rules_esbuild~0.15.3~esbuild~esbuild_toolchains,library
chrome-ssh-agent,remotejdk11_win_arm64_toolchain_config_repo,library
chrome-ssh-agent,remotejdk17_win_toolchain_config_repo,library
chrome-ssh-agent,remotejdk17_linux_toolchain_config_repo,library
chrome-ssh-agent,remotejdk17_linux_aarch64_toolchain_config_repo,library
chrome-ssh-agent,rules_java~5.5.1~toolchains~remotejdk11_linux_s390x_toolchain_config_repo,library
chrome-ssh-agent,remotejdk17_macos_toolchain_config_repo,library
chrome-ssh-agent,remotejdk17_macos_aarch64_toolchain_config_repo,library
chrome-ssh-agent,rules_java~5.5.1~toolchains~remotejdk11_linux_ppc64le_toolchain_config_repo,library
chrome-ssh-agent,rules_java~5.5.1~toolchains~local_jdk,library
chrome-ssh-agent,rules_java~5.5.1~toolchains~remotejdk11_linux_aarch64_toolchain_config_repo,library
chrome-ssh-agent,rules_java~5.5.1~toolchains~remotejdk19_win_toolchain_config_repo,library
chrome-ssh-agent,rules_cc~0.0.9,library
chrome-ssh-agent,rules_java~5.5.1~toolchains~remotejdk11_linux_toolchain_config_repo,library
chrome-ssh-agent,rules_java~5.5.1~toolchains~remotejdk19_macos_aarch64_toolchain_config_repo,library
chrome-ssh-agent,rules_java~5.5.1~toolchains~remotejdk11_macos_toolchain_config_repo,library
chrome-ssh-agent,rules_java~5.5.1~toolchains~remotejdk11_macos_aarch64_toolchain_config_repo,library
chrome-ssh-agent,rules_java~5.5.1~toolchains~remotejdk19_macos_toolchain_config_repo,library
chrome-ssh-agent,rules_java~5.5.1~toolchains~remotejdk11_win_toolchain_config_repo,library
chrome-ssh-agent,rules_java~5.5.1~toolchains~remotejdk17_linux_toolchain_config_repo,library
chrome-ssh-agent,rules_java~5.5.1~toolchains~remotejdk17_macos_toolchain_config_repo,library
chrome-ssh-agent,rules_java~5.5.1~toolchains~remotejdk19_linux_toolchain_config_repo,library
chrome-ssh-agent,rules_java~5.5.1~toolchains~remotejdk17_macos_aarch64_toolchain_config_repo,library
chrome-ssh-agent,rules_java~5.5.1~toolchains~remotejdk17_win_toolchain_config_repo,library
chrome-ssh-agent,rules_nodejs~6.0.2~node~nodejs_toolchains,library
chrome-ssh-agent,rules_java,library
chrome-ssh-agent,rules_license~0.0.7,library
chrome-ssh-agent,aspect_rules_esbuild~0.15.3~esbuild~esbuild_linux-x64,library
chrome-ssh-agent,rules_nodejs~6.0.2~node~nodejs_linux_amd64,library
chrome-ssh-agent,rules_go~0.42.0~go_sdk~go_sdk,toolchain
chrome-ssh-agent,bazel_tools,library
chrome-ssh-agent,bazel_tools~cc_configure_extension~local_config_cc,library
opentitan,rrra__anyhow-1.0.71,library
opentitan,rrra__env_logger-0.10.0,library
opentitan,rrra__log-0.4.19,library
opentitan,rules_rust_tinyjson,library
opentitan,rrra__clap-4.3.11,library
opentitan,crate_index__erased-serde-0.3.31,library
opentitan,crate_index__humantime-2.1.0,library
opentitan,crate_index__anyhow-1.0.75,library
opentitan,crate_index__mio-0.8.8,library
opentitan,crate_index__raw_tty-0.1.0,library
opentitan,crate_index__serde-1.0.189,library
opentitan,rrra__serde-1.0.171,library
opentitan,rust_analyzer_1.71.1_tools,library
opentitan,crate_index__clap-4.4.7,library
opentitan,crate_index__serde_json-1.0.107,library
opentitan,crate_index__thiserror-1.0.49,library
opentitan,rrra__serde_json-1.0.102,library
opentitan,lowrisc_safe_ftdi,library
opentitan,hyperdebug_firmware,library
opentitan,crate_index__proc-macro2-1.0.69,library
opentitan,crate_index__quote-1.0.33,library
opentitan,crate_index__syn-2.0.38,library
opentitan,crate_index__directories-5.0.1,library
opentitan,crate_index__env_logger-0.10.0,library
opentitan,crate_index__hex-0.4.3,library
opentitan,crate_index__log-0.4.20,library
opentitan,crate_index__mio-signals-0.2.0,library
opentitan,crate_index__regex-1.9.4,library
opentitan,crate_index__serde_bytes-0.11.12,library
opentitan,crate_index__shellwords-1.1.0,library
opentitan,rrra__regex-1.9.1,library
opentitan,build_bazel_apple_support,library
opentitan,rrra__once_cell-1.18.0,library
opentitan,rrra__is-terminal-0.4.7,library
opentitan,rrra__clap_builder-4.3.11,library
opentitan,rrra__humantime-2.1.0,library
opentitan,rrra__termcolor-1.2.0,library
opentitan,rrra__clap_derive-4.3.2,library
opentitan,rrra__ryu-1.0.14,library
opentitan,crate_index__pest_derive-2.7.3,library
opentitan,rrra__itoa-1.0.8,library
opentitan,openocd,library
opentitan,crate_index__pest-2.7.3,library
opentitan,rustfmt_nightly-2023-07-13__x86_64-unknown-linux-gnu_tools,library
opentitan,crate_index__humantime-serde-1.1.1,library
opentitan,crate_index__num-bigint-dig-0.8.4,library
opentitan,crate_index__object-0.32.1,library
opentitan,crate_index__libc-0.2.149,library
opentitan,crate_index__pqcrypto-sphincsplus-0.6.4,library
opentitan,crate_index__rand-0.8.5,library
opentitan,crate_index__rusb-0.9.3,library
opentitan,crate_index__serde_derive-1.0.189,library
j2cl,com_google_auto_value,library
j2cl,org_jsoup,library
j2cl,args4j,library
j2cl,org_eclipse_jdt_equinox_preferences,library
j2cl,com_google_closure_stylesheets,library
j2cl,org_eclipse_jdt_equinox_common,library
j2cl,org_eclipse_jdt_resources,library
j2cl,com_google_dagger_spi,library
j2cl,com_google_dagger_producers,library
j2cl,org_eclipse_jdt_core,library
j2cl,org_eclipse_jdt_runtime,library
j2cl,org_eclipse_jdt_content_type,library
j2cl,com_google_java_format,library
j2cl,org_eclipse_jdt_compiler_apt,library
j2cl,org_eclipse_jdt_jobs,library
j2cl,org_eclipse_jdt_text,library
j2cl,com_squareup_javapoet,library
j2cl,org_eclipse_jdt_osgi,library
j2cl,remote_java_tools_linux,library
j2cl,org_jspecify,library
j2cl,j2objc_annotations,library
j2cl,com_google_auto_value_annotations,library
j2cl,com_github_jetbrains_kotlin,library
j2cl,com_google_javascript_closure_compiler,library
opentitan,crate_index__scopeguard-1.2.0,library
j2cl,com_google_errorprone_javac_shaded,library
j2cl,kt_java_stub_template,library
j2cl,com_sun_tools_javac,library
opentitan,crate_index__sha2-0.10.7,library
opentitan,crate_index__once_cell-1.18.0,library
opentitan,crate_index__clap_derive-4.4.7,library
opentitan,crate_index__strum-0.25.0,library
opentitan,crate_index__zerocopy-0.7.11,library
j2cl,zlib,library
opentitan,crate_index__lazy_static-1.4.0,library
opentitan,crate_index__clap_builder-4.4.7,library
opentitan,crate_index__unicode-ident-1.0.12,library
opentitan,googletest,library
opentitan,crate_index__num-traits-0.2.17,library
opentitan,crate_index__anstyle-1.0.4,library
opentitan,crate_index__backtrace-0.3.69,library
chrome-ssh-agent,aspect_rules_ts~2.0.0~ext~npm_typescript,library
opentitan,crate_index__termcolor-1.2.0,library
opentitan,crate_index__arrayvec-0.7.4,library
opentitan,crate_index__is-terminal-0.4.9,library
opentitan,crate_index__bitflags-2.4.0,library
opentitan,crate_index__digest-0.10.7,library
opentitan,crate_index__cfg-if-1.0.0,library
opentitan,crate_index__bitvec-1.0.1,library
chrome-ssh-agent,aspect_bazel_lib~1.31.2~ext~copy_directory_linux_amd64,library
chrome-ssh-agent,aspect_rules_esbuild~0.15.3~esbuild~npm__esbuild_0.16.7,library
opentitan,crate_index__byteorder-1.5.0,library
opentitan,crate_index__chrono-0.4.31,library
opentitan,crate_index__crc-3.0.1,library
opentitan,crate_index__deser-hjson-2.1.0,library
opentitan,crate_index__indicatif-0.17.6,library
opentitan,crate_index__memoffset-0.9.0,library
opentitan,crate_index__num_enum-0.7.0,library
opentitan,crate_index__pem-rfc7468-0.7.0,library
opentitan,crate_index__pqcrypto-traits-0.3.4,library
opentitan,crate_index__rsa-0.9.2,library
opentitan,crate_index__rustix-0.38.10,library
opentitan,crate_index__serialport-4.2.2,library
opentitan,crate_index__typetag-0.2.13,library
opentitan,crate_index__libftdi1-sys-1.1.2,library
opentitan,crate_index__derive_more-0.14.1,library
opentitan,crate_index__thiserror-impl-1.0.49,library
opentitan,crate_index__dirs-sys-0.4.1,library
opentitan,crate_index__itoa-1.0.9,library
opentitan,crate_index__ryu-1.0.15,library
opentitan,crate_index__cpufeatures-0.2.9,library
opentitan,crate_index__num-integer-0.1.45,library
opentitan,crate_index__rustc-demangle-0.1.23,library
opentitan,crate_index__miniz_oxide-0.7.1,library
opentitan,crate_index__num-iter-0.1.43,library
opentitan,crate_index__libm-0.2.8,library
opentitan,crate_index__addr2line-0.21.0,library
opentitan,crate_index__zeroize-1.6.0,library
opentitan,crate_index__zerocopy-derive-0.7.11,library
opentitan,crate_index__rand_chacha-0.3.1,library
opentitan,crate_index__rand_core-0.6.4,library
opentitan,crate_index__portable-atomic-1.4.3,library
opentitan,crate_index__console-0.15.7,library
j2cl,com_google_code_gson,library
opentitan,crate_index__number_prefix-0.4.0,library
j2cl,com_google_escapevelocity,library
j2cl,com_google_auto_common,library
j2cl,com_google_auto_service_annotations,library
j2cl,com_google_auto_service,library
opentitan,rrra__serde_derive-1.0.171,library
opentitan,rrra__heck-0.4.1,library
opentitan,rrra__syn-2.0.25,library
opentitan,rrra__proc-macro2-1.0.64,library
opentitan,rrra__quote-1.0.29,library
opentitan,rrra__clap_lex-0.5.0,library
