project,pkg_name,syscall,path,type
grpc-proto,libc6-dev,read,/usr/include/x86_64-linux-gnu/bits/types.h,transitive
grpc-proto,libc6-dev,openat,/usr/include/x86_64-linux-gnu/bits/types/sigset_t.h,transitive
grpc-proto,libc6-dev,read,/usr/include/x86_64-linux-gnu/bits/types/clockid_t.h,transitive
grpc-proto,libstdc++-10-dev,openat,/usr/include/c++/10/iomanip,transitive
grpc-proto,libstdc++-10-dev,openat,/usr/include/c++/10/bits/range_cmp.h,transitive
grpc-proto,libstdc++-10-dev,openat,/usr/include/c++/10/bits/basic_string.h,transitive
grpc-proto,libstdc++-10-dev,read,/usr/include/c++/10/ostream,transitive
grpc-proto,libc6-dev,openat,/usr/include/x86_64-linux-gnu/bits/types/__fpos64_t.h,transitive
grpc-proto,libstdc++-10-dev,openat,/usr/include/x86_64-linux-gnu/c++/10/bits/c++locale.h,transitive
grpc-proto,ca-certificates,read,/usr/share/ca-certificates/mozilla/Go_Daddy_Root_Certificate_Authority_-_G2.crt,top
grpc-proto,libstdc++-10-dev,openat,/usr/include/c++/10/bits/move.h,transitive
grpc-proto,libc6-dev,openat,/usr/include/x86_64-linux-gnu/bits/strings_fortified.h,transitive
grpc-proto,ca-certificates,read,/usr/share/ca-certificates/mozilla/GTS_Root_R2.crt,top
grpc-proto,linux-libc-dev,openat,/usr/include/linux/limits.h,transitive
grpc-proto,libstdc++-10-dev,read,/usr/include/c++/10/bits/cpp_type_traits.h,transitive
grpc-proto,libstdc++-10-dev,read,/usr/include/c++/10/memory,transitive
grpc-proto,linux-libc-dev,read,/usr/include/x86_64-linux-gnu/asm/types.h,transitive
grpc-proto,tzdata,openat,/usr/share/zoneinfo/Etc/UTC,transitive
grpc-proto,linux-libc-dev,read,/usr/include/x86_64-linux-gnu/asm/posix_types.h,transitive
grpc-proto,libc6-dev,openat,/usr/include/x86_64-linux-gnu/bits/types/sigevent_t.h,transitive
grpc-proto,libatk-wrapper-java-jni,read,/usr/lib/x86_64-linux-gnu/jni/libatk-wrapper.so,top
grpc-proto,libc6-dev,openat,/usr/include/x86_64-linux-gnu/bits/sched.h,transitive
grpc-proto,libstdc++-10-dev,openat,/usr/include/x86_64-linux-gnu/c++/10/bits/os_defines.h,transitive
grpc-proto,libstdc++-10-dev,read,/usr/include/c++/10/unordered_set,transitive
grpc-proto,linux-libc-dev,read,/usr/include/linux/errno.h,transitive
grpc-proto,libstdc++-10-dev,openat,/usr/include/c++/10/cstdint,transitive
grpc-proto,libstdc++-10-dev,read,/usr/include/c++/10/bits/functional_hash.h,transitive
grpc-proto,libstdc++-10-dev,openat,/usr/include/c++/10/bits/stl_deque.h,transitive
grpc-proto,libc6-dev,openat,/usr/include/x86_64-linux-gnu/sys/types.h,transitive
grpc-proto,libc6-dev,openat,/usr/include/x86_64-linux-gnu/bits/posix1_lim.h,transitive
grpc-proto,openjdk-17-jre-headless,read,/usr/lib/jvm/java-17-openjdk-amd64/bin/jpackage,top
grpc-proto,unknown,openat,/usr/bin,unknown
grpc-proto,libstdc++-10-dev,read,/usr/include/c++/10/bits/unique_ptr.h,transitive
grpc-proto,libc6-dev,openat,/usr/include/features.h,transitive
grpc-proto,ca-certificates,openat,/usr/share/ca-certificates/mozilla/Trustis_FPS_Root_CA.crt,top
grpc-proto,linux-libc-dev,read,/usr/include/linux/stat.h,transitive
grpc-proto,libstdc++-10-dev,read,/usr/include/c++/10/bits/uniform_int_dist.h,transitive
grpc-proto,libstdc++-10-dev,read,/usr/include/c++/10/bits/hashtable_policy.h,transitive
grpc-proto,libstdc++-10-dev,openat,/usr/include/c++/10/bits/algorithmfwd.h,transitive
