project,pkg_name,syscall,path,type
rtorrent,libc6-dev,read,/usr/include/x86_64-linux-gnu/bits/types.h,transitive
rtorrent,libstdc++-10-dev,openat,/usr/include/c++/10/iomanip,transitive
rtorrent,libstdc++-10-dev,read,/usr/include/c++/10/bits/forward_list.tcc,transitive
rtorrent,libc6-dev,openat,/usr/include/x86_64-linux-gnu/sys/file.h,transitive
rtorrent,libstdc++-10-dev,openat,/usr/include/c++/10/bits/range_cmp.h,transitive
rtorrent,libstdc++-10-dev,openat,/usr/include/c++/10/tr1/riemann_zeta.tcc,transitive
rtorrent,libc6-dev,openat,/usr/include/x86_64-linux-gnu/bits/types/__fpos64_t.h,transitive
rtorrent,unknown,openat,/usr/lib/python3.9/__pycache__/reprlib.cpython-39.pyc,unknown
rtorrent,libc6-dev,openat,/usr/include/memory.h,transitive
rtorrent,unknown,read,/usr/lib/python3.9/__pycache__/_compression.cpython-39.pyc,unknown
rtorrent,libstdc++-10-dev,read,/usr/include/c++/10/memory,transitive
rtorrent,libc6-dev,openat,/usr/include/x86_64-linux-gnu/bits/types/sigevent_t.h,transitive
rtorrent,unknown,openat,/usr/lib/python3.9/__pycache__/copy.cpython-39.pyc,unknown
rtorrent,unknown,openat,/usr/lib/python3.9/__pycache__/sre_constants.cpython-39.pyc,unknown
rtorrent,unknown,openat,/usr/lib/python3.9/__pycache__/heapq.cpython-39.pyc,unknown
rtorrent,ca-certificates,openat,/usr/share/ca-certificates/mozilla/Trustis_FPS_Root_CA.crt,top
rtorrent,libstdc++-10-dev,read,/usr/include/c++/10/tr1/gamma.tcc,transitive
rtorrent,libc6-dev,openat,/usr/include/setjmp.h,transitive
rtorrent,libstdc++-10-dev,read,/usr/include/c++/10/bits/uniform_int_dist.h,transitive
rtorrent,libstdc++-10-dev,openat,/usr/include/c++/10/bits/algorithmfwd.h,transitive
rtorrent,libgcc-10-dev,openat,/usr/lib/gcc/x86_64-linux-gnu/10/include/emmintrin.h,transitive
rtorrent,libstdc++-10-dev,read,/usr/include/c++/10/bits/hashtable_policy.h,transitive
