project,pkg_name,syscall,path,type
guice,libc-bin,openat,/etc/gai.conf,top
guice,ca-certificates,read,/usr/share/ca-certificates/mozilla/Go_Daddy_Root_Certificate_Authority_-_G2.crt,top
guice,ca-certificates,read,/usr/share/ca-certificates/mozilla/GTS_Root_R2.crt,top
guice,tzdata,openat,/usr/share/zoneinfo/Etc/UTC,transitive
guice,libatk-wrapper-java-jni,read,/usr/lib/x86_64-linux-gnu/jni/libatk-wrapper.so,top
guice,openjdk-17-jre-headless,read,/usr/lib/jvm/java-17-openjdk-amd64/bin/jpackage,top
guice,ca-certificates,openat,/usr/share/ca-certificates/mozilla/Trustis_FPS_Root_CA.crt,top
guice,openjdk-17-jre-headless,openat,/etc/java-17-openjdk/security/policy/unlimited/default_local.policy,top
guice,ca-certificates,openat,/usr/share/ca-certificates/mozilla/GlobalSign_Root_CA.crt,top
guice,libc6,read,/usr/lib/x86_64-linux-gnu/libresolv-2.31.so,transitive
guice,libc6-dev,read,/usr/lib/x86_64-linux-gnu/libc.so,transitive
guice,ca-certificates,openat,/usr/share/ca-certificates/mozilla/Amazon_Root_CA_3.crt,top
guice,unknown,openat,/usr/lib/locale/C.UTF-8/LC_MESSAGES,unknown
guice,ca-certificates,openat,/usr/share/ca-certificates/mozilla/DigiCert_High_Assurance_EV_Root_CA.crt,top
guice,openjdk-17-jdk,read,/usr/lib/jvm/java-17-openjdk-amd64/include/jawt.h,top
guice,ca-certificates,openat,/usr/share/ca-certificates/mozilla/TeliaSonera_Root_CA_v1.crt,top
guice,ca-certificates,read,/usr/share/ca-certificates/mozilla/Comodo_AAA_Services_root.crt,top
guice,ca-certificates,openat,/usr/share/ca-certificates/mozilla/Security_Communication_Root_CA.crt,top
guice,openjdk-17-jre-headless,read,/usr/lib/jvm/java-17-openjdk-amd64/lib/libjava.so,top
guice,openjdk-17-jre-headless,openat,/usr/lib/jvm/java-17-openjdk-amd64/legal/java.base/ASSEMBLY_EXCEPTION,top
guice,unknown,openat,/etc/ld.so.cache,unknown
guice,ca-certificates,openat,/usr/share/ca-certificates/mozilla/ACCVRAIZ1.crt,top
guice,ca-certificates,read,/usr/share/ca-certificates/mozilla/QuoVadis_Root_CA_3_G3.crt,top
guice,ca-certificates,openat,/usr/share/ca-certificates/mozilla/TWCA_Global_Root_CA.crt,top
guice,unknown,execve,/bin/locale,unknown
guice,openjdk-17-jdk-headless,read,/usr/lib/jvm/java-17-openjdk-amd64/bin/jmod,transitive
guice,liblzma5,read,/usr/lib/x86_64-linux-gnu/liblzma.so.5.2.5,transitive
guice,ca-certificates,read,/usr/share/ca-certificates/mozilla/DigiCert_Trusted_Root_G4.crt,top
guice,ca-certificates,openat,/usr/share/ca-certificates/mozilla/EC-ACC.crt,top
guice,openjdk-17-jre-headless,read,/usr/lib/jvm/java-17-openjdk-amd64/lib/libsaproc.so,top
guice,ca-certificates,read,/usr/share/ca-certificates/mozilla/E-Tugra_Certification_Authority.crt,top
guice,ca-certificates,openat,/usr/share/ca-certificates/mozilla/Amazon_Root_CA_1.crt,top
guice,openjdk-17-jre-headless,read,/etc/java-17-openjdk/accessibility.properties,top
guice,openjdk-17-jre-headless,openat,/usr/lib/jvm/java-17-openjdk-amd64/legal/jdk.javadoc/jquery.md,top
guice,ca-certificates,read,/usr/share/ca-certificates/mozilla/AC_RAIZ_FNMT-RCM.crt,top
guice,openjdk-17-jre-headless,read,/etc/java-17-openjdk/security/java.policy,top
guice,base-files,read,/etc/host.conf,transitive
guice,libctf0,read,/usr/lib/x86_64-linux-gnu/libctf.so.0.0.0,transitive
guice,libgcc-10-dev,openat,/usr/lib/gcc/x86_64-linux-gnu/10/crtendS.o,transitive
guice,libgcc-10-dev,openat,/usr/lib/gcc/x86_64-linux-gnu/10/crtbeginS.o,transitive
guice,ca-certificates,openat,/usr/share/ca-certificates/mozilla/GTS_Root_R4.crt,top
guice,ca-certificates,read,/usr/share/ca-certificates/mozilla/Microsoft_RSA_Root_Certificate_Authority_2017.crt,top
guice,ca-certificates,openat,/usr/share/ca-certificates/mozilla/ePKI_Root_Certification_Authority.crt,top
guice,ca-certificates,read,/usr/share/ca-certificates/mozilla/DigiCert_Assured_ID_Root_CA.crt,top
guice,base-files,openat,/usr/lib/os-release,transitive
guice,ca-certificates,openat,/usr/share/ca-certificates/mozilla/Staat_der_Nederlanden_EV_Root_CA.crt,top
guice,libsystemd0,openat,/usr/lib/x86_64-linux-gnu/libsystemd.so.0.30.0,transitive
guice,ca-certificates,openat,/usr/share/ca-certificates/mozilla/SwissSign_Gold_CA_-_G2.crt,top
guice,openjdk-17-jdk,read,/usr/lib/jvm/java-17-openjdk-amd64/include/linux/jawt_md.h,top
guice,ca-certificates,read,/usr/share/ca-certificates/mozilla/SSL.com_Root_Certification_Authority_RSA.crt,top
guice,ca-certificates,openat,/usr/share/ca-certificates/mozilla/Starfield_Root_Certificate_Authority_-_G2.crt,top
guice,openjdk-17-jre-headless,read,/usr/lib/jvm/java-17-openjdk-amd64/bin/java,top
guice,unknown,openat,/etc/ssl/certs/ca-certificates.crt,unknown
guice,liblz4-1,read,/usr/lib/x86_64-linux-gnu/liblz4.so.1.9.3,top
guice,openjdk-17-jre-headless,read,/usr/lib/jvm/java-17-openjdk-amd64/lib/tzdb.dat,top
guice,openjdk-17-jdk-headless,read,/usr/lib/jvm/java-17-openjdk-amd64/bin/javap,transitive
guice,openjdk-17-jre-headless,read,/usr/lib/jvm/java-17-openjdk-amd64/lib/libsyslookup.so,top
guice,ca-certificates,read,/usr/share/ca-certificates/mozilla/Hongkong_Post_Root_CA_1.crt,top
guice,openjdk-17-jre-headless,openat,/etc/java-17-openjdk/net.properties,top
guice,libstdc++6,openat,/usr/lib/x86_64-linux-gnu/libstdc++.so.6.0.28,transitive
guice,ca-certificates,read,/usr/share/ca-certificates/mozilla/Certum_Trusted_Network_CA.crt,top
guice,openjdk-17-jre-headless,read,/usr/lib/jvm/java-17-openjdk-amd64/lib/libawt_headless.so,top
guice,ca-certificates,openat,/usr/share/ca-certificates/mozilla/Amazon_Root_CA_4.crt,top
guice,libgcrypt20,openat,/usr/lib/x86_64-linux-gnu/libgcrypt.so.20.2.8,transitive
guice,ca-certificates,read,/usr/share/ca-certificates/mozilla/Entrust_Root_Certification_Authority_-_G2.crt,top
guice,ca-certificates,read,/usr/share/ca-certificates/mozilla/Chambers_of_Commerce_Root_-_2008.crt,top
guice,ca-certificates,read,/usr/share/ca-certificates/mozilla/Entrust_Root_Certification_Authority.crt,top
guice,ca-certificates,read,/usr/share/ca-certificates/mozilla/emSign_ECC_Root_CA_-_C3.crt,top
guice,ca-certificates,openat,/usr/share/ca-certificates/mozilla/AffirmTrust_Premium.crt,top
guice,unknown,openat,/etc/ssl/certs/java,unknown
guice,openjdk-17-jre-headless,read,/usr/lib/jvm/java-17-openjdk-amd64/lib/libjli.so,top
guice,ca-certificates,openat,/usr/share/ca-certificates/mozilla/TrustCor_RootCert_CA-2.crt,top
guice,ca-certificates,read,/usr/share/ca-certificates/mozilla/Hellenic_Academic_and_Research_Institutions_RootCA_2015.crt,top
guice,openjdk-17-jre-headless,openat,/usr/lib/jvm/java-17-openjdk-amd64/lib/libjsvml.so,top
guice,unknown,openat,/usr/lib/jvm/java-17-openjdk-amd64/lib/server,unknown
guice,ca-certificates,read,/usr/share/ca-certificates/mozilla/Cybertrust_Global_Root.crt,top
guice,unknown,openat,/usr/lib/jvm/java-17-openjdk-amd64/lib/security,unknown
guice,openjdk-17-jre-headless,read,/usr/lib/jvm/java-17-openjdk-amd64/lib/libjavajpeg.so,top
guice,ca-certificates,openat,/usr/share/ca-certificates/mozilla/GlobalSign_ECC_Root_CA_-_R5.crt,top
guice,ca-certificates,openat,/usr/share/ca-certificates/mozilla/GTS_Root_R3.crt,top
guice,ca-certificates,openat,/usr/share/ca-certificates/mozilla/TWCA_Root_Certification_Authority.crt,top
guice,openjdk-17-jre-headless,openat,/etc/java-17-openjdk/security/blocked.certs,top
guice,ca-certificates,read,/usr/share/ca-certificates/mozilla/QuoVadis_Root_CA.crt,top
guice,ca-certificates,read,/usr/share/ca-certificates/mozilla/GlobalSign_Root_CA_-_R3.crt,top
guice,ca-certificates,read,/usr/share/ca-certificates/mozilla/QuoVadis_Root_CA_1_G3.crt,top
guice,ca-certificates,openat,/usr/share/ca-certificates/mozilla/DST_Root_CA_X3.crt,top
guice,openjdk-17-jdk-headless,read,/usr/lib/jvm/java-17-openjdk-amd64/bin/jfr,transitive
guice,openjdk-17-jre-headless,read,/usr/lib/jvm/java-17-openjdk-amd64/lib/jar.binfmt,top
guice,libc6,openat,/usr/lib/x86_64-linux-gnu/libpthread-2.31.so,transitive
guice,unknown,openat,/usr/lib/x86_64-linux-gnu,unknown
guice,ca-certificates,openat,/usr/share/ca-certificates/mozilla/DigiCert_Assured_ID_Root_G3.crt,top
guice,openjdk-17-jdk-headless,read,/usr/lib/jvm/java-17-openjdk-amd64/include/classfile_constants.h,transitive
guice,libc6-dev,openat,/usr/include/stdc-predef.h,transitive
guice,ca-certificates,read,/usr/share/ca-certificates/mozilla/Sonera_Class_2_Root_CA.crt,top
guice,ca-certificates,openat,/usr/share/ca-certificates/mozilla/SecureTrust_CA.crt,top
guice,openjdk-17-jre-headless,read,/usr/lib/jvm/java-17-openjdk-amd64/lib/libzip.so,top
guice,libc6,read,/usr/lib/x86_64-linux-gnu/libdl-2.31.so,transitive
guice,ca-certificates,openat,/usr/share/ca-certificates/mozilla/T-TeleSec_GlobalRoot_Class_2.crt,top
guice,ca-certificates,read,/usr/share/ca-certificates/mozilla/IdenTrust_Commercial_Root_CA_1.crt,top
guice,libc-bin,openat,/usr/lib/locale/C.UTF-8/LC_CTYPE,top
guice,ca-certificates,read,/usr/share/ca-certificates/mozilla/Trustwave_Global_Certification_Authority.crt,top
guice,ca-certificates,read,/usr/share/ca-certificates/mozilla/USERTrust_RSA_Certification_Authority.crt,top
guice,openjdk-17-jdk-headless,read,/usr/lib/jvm/java-17-openjdk-amd64/bin/jdb,transitive
guice,openjdk-17-jre-headless,read,/etc/java-17-openjdk/security/java.security,top
guice,ca-certificates,read,/usr/share/ca-certificates/mozilla/Global_Chambersign_Root_-_2008.crt,top
guice,libc6-dev,read,/usr/lib/x86_64-linux-gnu/crtn.o,transitive
guice,ca-certificates,read,/usr/share/ca-certificates/mozilla/DigiCert_Global_Root_G3.crt,top
