project,pkg_name,syscall,path,type
gemmlowp,libc6-dev,read,/usr/include/x86_64-linux-gnu/bits/types.h,transitive
gemmlowp,libc6-dev,openat,/usr/include/x86_64-linux-gnu/bits/types/sigset_t.h,transitive
gemmlowp,libc6-dev,read,/usr/include/x86_64-linux-gnu/bits/types/clockid_t.h,transitive
gemmlowp,libstdc++-10-dev,openat,/usr/include/c++/10/bits/range_cmp.h,transitive
gemmlowp,libstdc++-10-dev,openat,/usr/include/c++/10/bits/basic_string.h,transitive
gemmlowp,libstdc++-10-dev,read,/usr/include/c++/10/ostream,transitive
gemmlowp,libc6-dev,openat,/usr/include/x86_64-linux-gnu/bits/types/__fpos64_t.h,transitive
gemmlowp,libstdc++-10-dev,openat,/usr/include/x86_64-linux-gnu/c++/10/bits/c++locale.h,transitive
gemmlowp,ca-certificates,read,/usr/share/ca-certificates/mozilla/Go_Daddy_Root_Certificate_Authority_-_G2.crt,top
gemmlowp,libstdc++-10-dev,openat,/usr/include/c++/10/bits/move.h,transitive
gemmlowp,ca-certificates,read,/usr/share/ca-certificates/mozilla/GTS_Root_R2.crt,top
gemmlowp,libstdc++-10-dev,read,/usr/include/c++/10/bits/cpp_type_traits.h,transitive
gemmlowp,libstdc++-10-dev,read,/usr/include/c++/10/memory,transitive
gemmlowp,tzdata,openat,/usr/share/zoneinfo/Etc/UTC,transitive
gemmlowp,libc6-dev,openat,/usr/include/x86_64-linux-gnu/bits/sched.h,transitive
gemmlowp,libstdc++-10-dev,openat,/usr/include/x86_64-linux-gnu/c++/10/bits/os_defines.h,transitive
gemmlowp,linux-libc-dev,read,/usr/include/linux/errno.h,transitive
gemmlowp,libstdc++-10-dev,openat,/usr/include/c++/10/cstdint,transitive
gemmlowp,libstdc++-10-dev,read,/usr/include/c++/10/bits/functional_hash.h,transitive
gemmlowp,libc6-dev,openat,/usr/include/x86_64-linux-gnu/sys/types.h,transitive
gemmlowp,libstdc++-10-dev,read,/usr/include/c++/10/bits/unique_ptr.h,transitive
gemmlowp,ca-certificates,openat,/usr/share/ca-certificates/mozilla/Trustis_FPS_Root_CA.crt,top
gemmlowp,unknown,openat,/usr/bin,unknown
gemmlowp,libc6-dev,openat,/usr/include/features.h,transitive
gemmlowp,libstdc++-10-dev,read,/usr/include/c++/10/bits/uniform_int_dist.h,transitive
gemmlowp,libstdc++-10-dev,openat,/usr/include/c++/10/bits/algorithmfwd.h,transitive
gemmlowp,ca-certificates,openat,/usr/share/ca-certificates/mozilla/GlobalSign_Root_CA.crt,top
gemmlowp,libc6,read,/usr/lib/x86_64-linux-gnu/libresolv-2.31.so,transitive
gemmlowp,libc6-dev,read,/usr/lib/x86_64-linux-gnu/libc.so,transitive
gemmlowp,libc6,read,/usr/lib/x86_64-linux-gnu/libmvec-2.31.so,transitive
gemmlowp,ca-certificates,openat,/usr/share/ca-certificates/mozilla/Amazon_Root_CA_3.crt,top
gemmlowp,libstdc++-10-dev,openat,/usr/include/c++/10/concepts,transitive
gemmlowp,unknown,openat,/usr/lib/locale/C.UTF-8/LC_MESSAGES,unknown
gemmlowp,ca-certificates,openat,/usr/share/ca-certificates/mozilla/DigiCert_High_Assurance_EV_Root_CA.crt,top
gemmlowp,libstdc++-10-dev,openat,/usr/include/c++/10/debug/assertions.h,transitive
gemmlowp,ca-certificates,openat,/usr/share/ca-certificates/mozilla/TeliaSonera_Root_CA_v1.crt,top
gemmlowp,ca-certificates,read,/usr/share/ca-certificates/mozilla/Comodo_AAA_Services_root.crt,top
gemmlowp,libstdc++-10-dev,openat,/usr/include/x86_64-linux-gnu/c++/10/bits/ctype_base.h,transitive
gemmlowp,libc6-dev,openat,/usr/include/x86_64-linux-gnu/bits/thread-shared-types.h,transitive
gemmlowp,libstdc++-10-dev,openat,/usr/include/c++/10/cstdlib,transitive
gemmlowp,libstdc++-10-dev,openat,/usr/include/c++/10/backward/binders.h,transitive
gemmlowp,ca-certificates,openat,/usr/share/ca-certificates/mozilla/Security_Communication_Root_CA.crt,top
gemmlowp,openjdk-17-jre-headless,read,/usr/lib/jvm/java-17-openjdk-amd64/lib/libjava.so,top
