project,pkg_name,syscall,path,type
gTile,unknown,read,/usr/lib/python3.9/__pycache__/_weakrefset.cpython-39.pyc,unknown
gTile,libc-bin,openat,/etc/gai.conf,top
gTile,ca-certificates,read,/usr/share/ca-certificates/mozilla/Go_Daddy_Root_Certificate_Authority_-_G2.crt,top
gTile,git,openat,/usr/share/git-core/templates/hooks/prepare-commit-msg.sample,top
gTile,unknown,openat,/usr/lib/python3.9/__pycache__/reprlib.cpython-39.pyc,unknown
gTile,ca-certificates,read,/usr/share/ca-certificates/mozilla/GTS_Root_R2.crt,top
gTile,libpcre3,openat,/usr/lib/x86_64-linux-gnu/libpcre.so.3.13.3,top
gTile,unknown,read,/usr/lib/python3.9/__pycache__/_compression.cpython-39.pyc,unknown
gTile,tzdata,openat,/usr/share/zoneinfo/Etc/UTC,transitive
gTile,unknown,openat,/usr/lib/python3.9/__pycache__/copy.cpython-39.pyc,unknown
gTile,unknown,openat,/usr/lib/python3.9/__pycache__/enum.cpython-39.pyc,unknown
gTile,debianutils,execve,/usr/bin/which,transitive
gTile,unknown,openat,/usr/lib/python3.9/collections/__pycache__/abc.cpython-39.pyc,unknown
gTile,unknown,openat,/usr/share/git-core/templates/info,unknown
gTile,unknown,openat,/usr/lib/python3.9/__pycache__/sre_constants.cpython-39.pyc,unknown
gTile,unknown,openat,/usr/lib/python3.9/__pycache__/heapq.cpython-39.pyc,unknown
gTile,ca-certificates,openat,/usr/share/ca-certificates/mozilla/Trustis_FPS_Root_CA.crt,top
gTile,ca-certificates,openat,/usr/share/ca-certificates/mozilla/GlobalSign_Root_CA.crt,top
gTile,libc6,read,/usr/lib/x86_64-linux-gnu/libresolv-2.31.so,transitive
gTile,libc6-dev,read,/usr/lib/x86_64-linux-gnu/libc.so,transitive
gTile,ca-certificates,openat,/usr/share/ca-certificates/mozilla/Amazon_Root_CA_3.crt,top
gTile,unknown,openat,/usr/lib/locale/C.UTF-8/LC_MESSAGES,unknown
gTile,ca-certificates,openat,/usr/share/ca-certificates/mozilla/DigiCert_High_Assurance_EV_Root_CA.crt,top
gTile,ca-certificates,openat,/usr/share/ca-certificates/mozilla/TeliaSonera_Root_CA_v1.crt,top
gTile,ca-certificates,read,/usr/share/ca-certificates/mozilla/Comodo_AAA_Services_root.crt,top
gTile,unknown,openat,/usr/lib/python3.9/__pycache__/gzip.cpython-39.pyc,unknown
gTile,git,read,/usr/share/git-core/templates/hooks/pre-receive.sample,top
gTile,unknown,openat,/usr/lib/python3.9/__pycache__/copyreg.cpython-39.pyc,unknown
gTile,ca-certificates,openat,/usr/share/ca-certificates/mozilla/Security_Communication_Root_CA.crt,top
gTile,libkrb5support0,openat,/usr/lib/x86_64-linux-gnu/libkrb5support.so.0.1,transitive
gTile,openjdk-17-jre-headless,read,/usr/lib/jvm/java-17-openjdk-amd64/lib/libjava.so,top
gTile,libunistring2,read,/usr/lib/x86_64-linux-gnu/libunistring.so.2.1.0,transitive
gTile,ca-certificates,openat,/usr/share/ca-certificates/mozilla/ACCVRAIZ1.crt,top
gTile,ca-certificates,read,/usr/share/ca-certificates/mozilla/QuoVadis_Root_CA_3_G3.crt,top
gTile,unknown,openat,/etc/ld.so.cache,unknown
gTile,ca-certificates,openat,/usr/share/ca-certificates/mozilla/TWCA_Global_Root_CA.crt,top
gTile,git,openat,/usr/share/git-core/templates/hooks/pre-push.sample,top
gTile,unknown,read,/usr/lib/python3.9/json/__pycache__/scanner.cpython-39.pyc,unknown
gTile,unknown,openat,/usr/local/lib/python3.9/dist-packages,unknown
gTile,liblzma5,read,/usr/lib/x86_64-linux-gnu/liblzma.so.5.2.5,transitive
gTile,unknown,openat,/usr/lib/python3.9/__pycache__/__future__.cpython-39.pyc,unknown
gTile,ca-certificates,read,/usr/share/ca-certificates/mozilla/DigiCert_Trusted_Root_G4.crt,top
gTile,ca-certificates,openat,/usr/share/ca-certificates/mozilla/EC-ACC.crt,top
gTile,unknown,openat,/usr/lib/python3.9/__pycache__/_sitebuiltins.cpython-39.pyc,unknown
gTile,libk5crypto3,openat,/usr/lib/x86_64-linux-gnu/libk5crypto.so.3.1,transitive
gTile,ca-certificates,read,/usr/share/ca-certificates/mozilla/E-Tugra_Certification_Authority.crt,top
gTile,libkeyutils1,openat,/usr/lib/x86_64-linux-gnu/libkeyutils.so.1.9,transitive
gTile,debianutils,openat,/usr/bin/which,transitive
gTile,ca-certificates,openat,/usr/share/ca-certificates/mozilla/Amazon_Root_CA_1.crt,top
gTile,ca-certificates,read,/usr/share/ca-certificates/mozilla/AC_RAIZ_FNMT-RCM.crt,top
gTile,unknown,openat,/usr/lib/python3.9/__pycache__/random.cpython-39.pyc,unknown
gTile,git,openat,/usr/share/git-core/templates/hooks/post-update.sample,top
gTile,libctf0,read,/usr/lib/x86_64-linux-gnu/libctf.so.0.0.0,transitive
gTile,unknown,execve,/usr/bin/mkdir,unknown
gTile,libgcc-10-dev,openat,/usr/lib/gcc/x86_64-linux-gnu/10/crtbeginS.o,transitive
gTile,libc6,read,/usr/lib/x86_64-linux-gnu/libutil-2.31.so,transitive
gTile,ca-certificates,openat,/usr/share/ca-certificates/mozilla/GTS_Root_R4.crt,top
gTile,ca-certificates,read,/usr/share/ca-certificates/mozilla/Microsoft_RSA_Root_Certificate_Authority_2017.crt,top
gTile,base-files,read,/etc/host.conf,transitive
gTile,libgcc-10-dev,openat,/usr/lib/gcc/x86_64-linux-gnu/10/crtendS.o,transitive
gTile,ca-certificates,openat,/usr/share/ca-certificates/mozilla/ePKI_Root_Certification_Authority.crt,top
gTile,ca-certificates,read,/usr/share/ca-certificates/mozilla/DigiCert_Assured_ID_Root_CA.crt,top
gTile,base-files,openat,/usr/lib/os-release,transitive
gTile,ca-certificates,openat,/usr/share/ca-certificates/mozilla/Staat_der_Nederlanden_EV_Root_CA.crt,top
gTile,libsystemd0,openat,/usr/lib/x86_64-linux-gnu/libsystemd.so.0.30.0,transitive
gTile,unknown,openat,/usr/lib/python3.9/__pycache__/gettext.cpython-39.pyc,unknown
gTile,ca-certificates,openat,/usr/share/ca-certificates/mozilla/SwissSign_Gold_CA_-_G2.crt,top
gTile,libcom-err2,read,/usr/lib/x86_64-linux-gnu/libcom_err.so.2.1,transitive
gTile,unknown,openat,/usr/lib/python3.9/__pycache__/struct.cpython-39.pyc,unknown
gTile,ca-certificates,read,/usr/share/ca-certificates/mozilla/SSL.com_Root_Certification_Authority_RSA.crt,top
gTile,ca-certificates,openat,/usr/share/ca-certificates/mozilla/Starfield_Root_Certificate_Authority_-_G2.crt,top
gTile,unknown,openat,/etc/ssl/certs/ca-certificates.crt,unknown
gTile,unknown,read,/usr/lib/python3.9/__pycache__/tarfile.cpython-39.pyc,unknown
gTile,unknown,read,/usr/lib/python3.9/__pycache__/sitecustomize.cpython-39.pyc,unknown
gTile,coreutils,execve,/usr/bin/dirname,top
gTile,liblz4-1,read,/usr/lib/x86_64-linux-gnu/liblz4.so.1.9.3,top
gTile,libnettle8,openat,/usr/lib/x86_64-linux-gnu/libnettle.so.8.4,transitive
gTile,ca-certificates,read,/usr/share/ca-certificates/mozilla/Hongkong_Post_Root_CA_1.crt,top
gTile,unknown,openat,/usr/lib/python3.9/__pycache__/_compression.cpython-39.pyc,unknown
gTile,libstdc++6,openat,/usr/lib/x86_64-linux-gnu/libstdc++.so.6.0.28,transitive
gTile,libpython3.9-stdlib,read,/usr/lib/python3.9/lib-dynload/_bz2.cpython-39-x86_64-linux-gnu.so,top
gTile,ca-certificates,read,/usr/share/ca-certificates/mozilla/Certum_Trusted_Network_CA.crt,top
gTile,git,read,/usr/share/git-core/templates/hooks/fsmonitor-watchman.sample,top
gTile,libidn2-0,read,/usr/lib/x86_64-linux-gnu/libidn2.so.0.3.7,transitive
gTile,unknown,openat,/usr/lib/python3.9/__pycache__/signal.cpython-39.pyc,unknown
gTile,git,execve,/usr/lib/git-core/git-remote-https,top
gTile,git,openat,/usr/share/git-core/templates/hooks/commit-msg.sample,top
gTile,openssl,read,/etc/ssl/openssl.cnf,transitive
gTile,ca-certificates,openat,/usr/share/ca-certificates/mozilla/Amazon_Root_CA_4.crt,top
gTile,libgcrypt20,openat,/usr/lib/x86_64-linux-gnu/libgcrypt.so.20.2.8,transitive
gTile,unknown,openat,/usr/lib/python3.9/encodings/__pycache__/utf_8.cpython-39.pyc,unknown
gTile,ca-certificates,read,/usr/share/ca-certificates/mozilla/Entrust_Root_Certification_Authority_-_G2.crt,top
gTile,unknown,openat,/usr/lib/python3.9/encodings,unknown
gTile,ca-certificates,read,/usr/share/ca-certificates/mozilla/Chambers_of_Commerce_Root_-_2008.crt,top
gTile,git,openat,/usr/share/git-core/templates/hooks/pre-commit.sample,top
gTile,git,read,/usr/share/git-core/templates/hooks/applypatch-msg.sample,top
gTile,ca-certificates,read,/usr/share/ca-certificates/mozilla/emSign_ECC_Root_CA_-_C3.crt,top
gTile,ca-certificates,read,/usr/share/ca-certificates/mozilla/Entrust_Root_Certification_Authority.crt,top
gTile,ca-certificates,openat,/usr/share/ca-certificates/mozilla/AffirmTrust_Premium.crt,top
gTile,openjdk-17-jre-headless,read,/usr/lib/jvm/java-17-openjdk-amd64/lib/libjli.so,top
gTile,libpython3.9-stdlib,read,/usr/lib/python3.9/lib-dynload/_json.cpython-39-x86_64-linux-gnu.so,top
gTile,ca-certificates,openat,/usr/share/ca-certificates/mozilla/TrustCor_RootCert_CA-2.crt,top
gTile,ca-certificates,read,/usr/share/ca-certificates/mozilla/Hellenic_Academic_and_Research_Institutions_RootCA_2015.crt,top
gTile,openjdk-17-jre-headless,openat,/usr/lib/jvm/java-17-openjdk-amd64/lib/libjsvml.so,top
gTile,unknown,openat,/usr/lib/jvm/java-17-openjdk-amd64/lib/server,unknown
gTile,unknown,openat,/usr/lib/python3.9/__pycache__/argparse.cpython-39.pyc,unknown
gTile,git,read,/usr/share/git-core/templates/hooks/push-to-checkout.sample,top
gTile,ca-certificates,read,/usr/share/ca-certificates/mozilla/Cybertrust_Global_Root.crt,top
gTile,unknown,openat,/usr/lib/jvm/java-17-openjdk-amd64/lib/security,unknown
gTile,ca-certificates,openat,/usr/share/ca-certificates/mozilla/GlobalSign_ECC_Root_CA_-_R5.crt,top
gTile,ca-certificates,openat,/usr/share/ca-certificates/mozilla/GTS_Root_R3.crt,top
gTile,unknown,openat,/usr/lib/python3.9/__pycache__/types.cpython-39.pyc,unknown
gTile,ca-certificates,openat,/usr/share/ca-certificates/mozilla/TWCA_Root_Certification_Authority.crt,top
gTile,unknown,read,/usr/lib/python3.9/__pycache__/site.cpython-39.pyc,unknown
gTile,ca-certificates,read,/usr/share/ca-certificates/mozilla/QuoVadis_Root_CA.crt,top
gTile,ca-certificates,read,/usr/share/ca-certificates/mozilla/GlobalSign_Root_CA_-_R3.crt,top
gTile,ca-certificates,read,/usr/share/ca-certificates/mozilla/QuoVadis_Root_CA_1_G3.crt,top
gTile,ca-certificates,openat,/usr/share/ca-certificates/mozilla/DST_Root_CA_X3.crt,top
gTile,libffi7,read,/usr/lib/x86_64-linux-gnu/libffi.so.7.1.0,transitive
gTile,git,read,/usr/share/git-core/templates/hooks/pre-rebase.sample,top
gTile,libc6,openat,/usr/lib/x86_64-linux-gnu/libpthread-2.31.so,transitive
gTile,unknown,openat,/usr/lib/python3.9/__pycache__/keyword.cpython-39.pyc,unknown
gTile,unknown,openat,/usr/lib/x86_64-linux-gnu,unknown
gTile,ca-certificates,openat,/usr/share/ca-certificates/mozilla/DigiCert_Assured_ID_Root_G3.crt,top
gTile,libc6-dev,openat,/usr/include/stdc-predef.h,transitive
gTile,ca-certificates,read,/usr/share/ca-certificates/mozilla/Sonera_Class_2_Root_CA.crt,top
gTile,git,openat,/usr/share/git-core/templates/hooks/pre-merge-commit.sample,top
gTile,ca-certificates,openat,/usr/share/ca-certificates/mozilla/SecureTrust_CA.crt,top
gTile,libc6,read,/usr/lib/x86_64-linux-gnu/libdl-2.31.so,transitive
gTile,libpsl5,openat,/usr/lib/x86_64-linux-gnu/libpsl.so.5.3.2,top
gTile,ca-certificates,openat,/usr/share/ca-certificates/mozilla/T-TeleSec_GlobalRoot_Class_2.crt,top
gTile,ca-certificates,read,/usr/share/ca-certificates/mozilla/IdenTrust_Commercial_Root_CA_1.crt,top
gTile,libc-bin,openat,/usr/lib/locale/C.UTF-8/LC_CTYPE,top
gTile,libbrotli1,read,/usr/lib/x86_64-linux-gnu/libbrotlicommon.so.1.0.9,top
gTile,unknown,openat,/usr/lib/python3.9/json/__pycache__/decoder.cpython-39.pyc,unknown
gTile,ca-certificates,read,/usr/share/ca-certificates/mozilla/Trustwave_Global_Certification_Authority.crt,top
gTile,ca-certificates,read,/usr/share/ca-certificates/mozilla/USERTrust_RSA_Certification_Authority.crt,top
gTile,libacl1,read,/usr/lib/x86_64-linux-gnu/libacl.so.1.1.2253,transitive
gTile,openjdk-17-jre-headless,read,/etc/java-17-openjdk/security/java.security,top
gTile,ca-certificates,read,/usr/share/ca-certificates/mozilla/Global_Chambersign_Root_-_2008.crt,top
gTile,libc6-dev,read,/usr/lib/x86_64-linux-gnu/crtn.o,transitive
gTile,unknown,openat,/usr/lib/python3.9/__pycache__/locale.cpython-39.pyc,unknown
gTile,ca-certificates,read,/usr/share/ca-certificates/mozilla/DigiCert_Global_Root_G3.crt,top
gTile,unknown,read,/usr/lib/python3.9/__pycache__/genericpath.cpython-39.pyc,unknown
gTile,libc-bin,openat,/usr/lib/locale/C.UTF-8/LC_PAPER,top
gTile,unknown,read,/dev/urandom,unknown
gTile,libsasl2-2,openat,/usr/lib/x86_64-linux-gnu/libsasl2.so.2.0.25,transitive
gTile,openjdk-17-jre-headless,read,/usr/lib/jvm/java-17-openjdk-amd64/lib/server/classes.jsa,top
gTile,ca-certificates,openat,/usr/share/ca-certificates/mozilla/Staat_der_Nederlanden_Root_CA_-_G3.crt,top
gTile,ca-certificates,read,/usr/share/ca-certificates/mozilla/GDCA_TrustAUTH_R5_ROOT.crt,top
gTile,libldap-2.4-2,openat,/usr/lib/x86_64-linux-gnu/libldap_r-2.4.so.2.11.5,top
gTile,libc6-dev,read,/usr/lib/x86_64-linux-gnu/libc_nonshared.a,transitive
gTile,unknown,read,/usr/lib/python3.9/__pycache__/io.cpython-39.pyc,unknown
