tool_name,version,date
bazel,6.0.0,2023-01-12T14:06:52+00:00
bazel,6.1.0,2023-03-16T09:48:21+00:00
bazel,6.1.1,2023-03-23T18:39:17+00:00
bazel,6.1.2,2023-04-26T17:33:11+00:00
bazel,6.2.0,2023-06-02T08:55:20+00:00
bazel,6.2.1,2023-06-08T16:54:10+00:00
bazel,6.3.0,2023-08-03T10:38:04+00:00
bazel,6.3.1,2023-08-10T09:28:11+00:00
bazel,6.3.2,2023-08-21T16:38:53+00:00
bazel,6.4.0,2023-10-26T10:21:11+00:00
bazel,7.0.0,2023-12-20T15:51:32+00:00
bazel,7.0.1,2024-01-25T14:34:43+00:00
bazel,7.0.2,2024-01-31T22:58:21+00:00
