tool_name,version,date
docker-buildx,0.9.1,2023-01-12T14:06:52+00:00
docker-buildx,0.10.0,2023-01-19T16:39:34+00:00
docker-buildx,0.10.2,2023-02-09T12:08:09+00:00
docker-buildx,0.10.3,2023-02-17T20:44:57+00:00
docker-buildx,0.10.4,2023-03-16T09:48:21+00:00
docker-buildx,0.11.0,2023-06-22T10:54:09+00:00
docker-buildx,0.11.1,2023-07-13T11:21:57+00:00
docker-buildx,0.11.2,2023-07-26T13:08:46+00:00
docker-buildx,0.12.1,2024-01-25T14:34:43+00:00
