tool_name,version,date
homebrew,3.6.18,2023-01-12T14:06:52+00:00
homebrew,3.6.19,2023-01-19T16:39:34+00:00
homebrew,3.6.20,2023-01-25T15:16:40+00:00
homebrew,4.0.1,2023-02-17T20:44:57+00:00
homebrew,4.0.4,2023-03-02T10:10:51+00:00
homebrew,4.0.6,2023-03-16T09:48:21+00:00
homebrew,4.0.9,2023-03-30T09:07:48+00:00
homebrew,4.0.10,2023-04-06T09:44:54+00:00
homebrew,4.0.11,2023-04-13T12:27:52+00:00
homebrew,4.0.14,2023-04-20T10:20:30+00:00
homebrew,4.0.15,2023-04-26T17:33:11+00:00
homebrew,4.0.16,2023-05-11T06:29:58+00:00
homebrew,4.0.18,2023-06-02T08:55:20+00:00
homebrew,4.0.20,2023-06-08T16:54:10+00:00
homebrew,4.0.21,2023-06-15T10:48:57+00:00
homebrew,4.0.24,2023-06-22T10:54:09+00:00
homebrew,4.0.26,2023-07-06T16:16:00+00:00
homebrew,4.0.28,2023-07-13T11:21:57+00:00
homebrew,4.1.0,2023-07-26T13:08:46+00:00
homebrew,4.1.2,2023-08-03T10:38:04+00:00
homebrew,4.1.3,2023-08-10T09:28:11+00:00
homebrew,4.1.5,2023-08-21T16:38:53+00:00
homebrew,4.1.7,2023-09-07T11:34:19+00:00
homebrew,4.1.11,2023-09-14T16:27:52+00:00
homebrew,4.1.12,2023-09-28T12:35:08+00:00
homebrew,4.1.13,2023-10-05T08:36:51+00:00
homebrew,4.1.16,2023-10-18T17:35:11+00:00
homebrew,4.1.17,2023-10-26T18:53:04+00:00
homebrew,4.1.20,2023-11-20T13:07:42+00:00
homebrew,4.1.21,2023-11-30T10:44:49+00:00
homebrew,4.1.23,2023-12-08T12:19:08+00:00
homebrew,4.1.24,2023-12-14T10:39:44+00:00
homebrew,4.1.25,2023-12-20T15:51:32+00:00
homebrew,4.2.2,2024-01-11T11:16:41+00:00
homebrew,4.2.4,2024-01-18T10:40:14+00:00
homebrew,4.2.5,2024-01-25T14:34:43+00:00
homebrew,4.2.6,2024-02-04T02:09:04+00:00
homebrew,4.2.7,2024-02-13T12:47:12+00:00
homebrew,4.2.8,2024-02-21T23:30:45+00:00
homebrew,4.2.10,2024-02-29T15:40:09+00:00
homebrew,4.2.11,2024-03-06T16:58:52+00:00
