tool_name,version,date
yq,4.30.6,2023-01-12T14:06:52+00:00
yq,4.30.8,2023-01-19T16:39:34+00:00
yq,4.31.1,2023-03-02T10:10:51+00:00
yq,4.31.2,2023-03-09T09:15:42+00:00
yq,4.33.1,2023-03-30T09:07:48+00:00
yq,4.33.2,2023-04-06T09:44:54+00:00
yq,4.33.3,2023-04-20T10:20:30+00:00
yq,4.34.1,2023-06-08T16:54:10+00:00
yq,4.34.2,2023-07-20T16:34:52+00:00
yq,4.35.1,2023-08-21T16:38:53+00:00
yq,4.35.2,2023-10-05T08:36:51+00:00
yq,4.40.3,2023-11-30T10:44:49+00:00
yq,4.40.4,2023-12-08T12:19:08+00:00
yq,4.40.5,2023-12-20T15:51:32+00:00
yq,4.40.7,2024-02-13T12:47:12+00:00
yq,4.41.1,2024-02-21T23:30:45+00:00
yq,4.42.1,2024-02-29T15:40:09+00:00
