tool_name,version,date
ansible,2.14.1,2023-01-12T14:06:52+00:00
ansible,2.14.2,2023-02-09T12:08:09+00:00
ansible,2.14.3,2023-03-02T10:10:51+00:00
ansible,2.14.4,2023-04-06T09:44:54+00:00
ansible,2.14.5,2023-04-26T17:33:11+00:00
ansible,2.15.0,2023-06-08T16:54:10+00:00
ansible,2.15.1,2023-06-29T09:08:35+00:00
ansible,2.15.2,2023-07-26T13:08:46+00:00
ansible,2.15.3,2023-08-21T16:38:53+00:00
ansible,2.15.4,2023-09-14T16:27:52+00:00
ansible,2.15.5,2023-10-18T17:35:11+00:00
ansible,2.15.6,2023-11-20T13:07:42+00:00
ansible,2.16.0,2023-11-30T10:44:49+00:00
ansible,2.16.1,2023-12-08T12:19:08+00:00
ansible,2.16.2,2023-12-20T15:51:32+00:00
ansible,2.16.3,2024-02-04T02:09:04+00:00
ansible,2.16.4,2024-03-06T16:58:52+00:00
