tool_name,version,date
docker-ce,5:20.10.12~3-0~ubuntu-bionic,2022-01-06T21:45:09.791351
docker-ce,5:20.10.12~3-0~ubuntu-bionic,2022-01-06T21:45:09.791351
docker-ce,5:20.10.14~3-0~ubuntu-bionic,2022-04-08T16:59:22.842230
docker-ce,5:20.10.14~3-0~ubuntu-bionic,2022-04-08T16:59:22.842230
docker-ce,5:20.10.17~3-0~ubuntu-bionic,2022-09-06T14:29:53.785067
docker-ce,5:20.10.17~3-0~ubuntu-bionic,2022-09-06T14:29:53.785067
docker-ce,5:20.10.18~3-0~ubuntu-bionic,2022-10-27T06:14:20.544394
docker-ce,5:20.10.18~3-0~ubuntu-bionic,2022-10-27T06:14:20.544394
docker-ce,5:20.10.21~3-0~ubuntu-bionic,2022-11-02T12:00:46.709274
docker-ce,5:20.10.21~3-0~ubuntu-bionic,2022-11-02T12:00:46.709274
docker-ce,5:20.10.22~3-0~ubuntu-bionic,2023-01-23T20:48:53.371023
docker-ce,5:20.10.22~3-0~ubuntu-bionic,2023-01-23T20:48:53.371023
docker-ce,5:20.10.23~3-0~ubuntu-bionic,2023-02-07T18:56:53.246930
docker-ce,5:20.10.23~3-0~ubuntu-bionic,2023-02-07T18:56:53.246930
