project,pkg_name,syscall,path,type
pcre2,unknown,openat,/usr/bin,unknown
pcre2,libc-bin,openat,/usr/lib/locale/C.UTF-8/LC_MESSAGES,top
pcre2,unknown,openat,/etc/ld.so.cache,unknown
pcre2,unknown,openat,/etc/ssl/certs/ca-certificates.crt,unknown
pcre2,unknown,openat,/etc/ssl/certs/java,unknown
pcre2,unknown,openat,/usr/lib/jvm/java-17-openjdk-amd64/lib/server,unknown
pcre2,unknown,openat,/usr/lib/jvm/java-17-openjdk-amd64/lib/security,unknown
pcre2,unknown,openat,/usr/lib/x86_64-linux-gnu,unknown
pcre2,unknown,read,/dev/urandom,unknown
pcre2,unknown,openat,/usr/lib/jvm/java-17-openjdk-amd64/lib,unknown
pcre2,unknown,openat,/usr/lib/jvm/java-17-openjdk-amd64/conf,unknown
pcre2,unknown,openat,/sys/devices/system/cpu/online,unknown
pcre2,unknown,openat,/usr/lib,unknown
pcre2,tzdata,read,/etc/timezone,transitive
pcre2,unknown,read,/etc/hosts,unknown
pcre2,unknown,read,/etc/resolv.conf,unknown
pcre2,binutils,execve,/bin/as,transitive
pcre2,unknown,read,/etc/nsswitch.conf,unknown
pcre2,unknown,read,/dev/null,unknown
pcre2,unknown,read,/sys/fs/cgroup/user.slice/user-1001.slice/session-190.scope/memory.max,unknown
pcre2,unknown,read,/sys/kernel/mm/transparent_hugepage/hpage_pmd_size,unknown
pcre2,unknown,openat,/usr/lib/jvm/java-17-openjdk-amd64/include/linux,unknown
pcre2,unknown,read,/etc/passwd,unknown
pcre2,unknown,openat,/usr/lib/jvm/java-17-openjdk-amd64,unknown
pcre2,unknown,openat,/usr/lib/bfd-plugins,unknown
pcre2,unknown,openat,/dev/urandom,unknown
pcre2,unknown,read,/etc/ssl/certs/ca-certificates.crt,unknown
pcre2,unknown,write,/home/zhengshenyu/experiments/experiments/experiments.log,unknown
pcre2,unknown,openat,/etc/ssl/certs,unknown
pcre2,unknown,openat,/usr/lib/jvm/java-17-openjdk-amd64/bin,unknown
pcre2,unknown,openat,/dev/random,unknown
pcre2,unknown,openat,/sys/devices/system/cpu,unknown
pcre2,tzdata,openat,/etc/timezone,transitive
pcre2,unknown,openat,/usr/lib/jvm/java-17-openjdk-amd64/include,unknown
pcre2,unknown,openat,/usr/lib/jvm/java-17-openjdk-amd64/conf/security/policy/limited,unknown
pcre2,unknown,openat,/etc/hosts,unknown
pcre2,unknown,openat,/usr/lib/jvm/java-17-openjdk-amd64/conf/security/policy,unknown
pcre2,unknown,openat,/etc/resolv.conf,unknown
pcre2,unknown,openat,/etc/nsswitch.conf,unknown
pcre2,unknown,read,/sys/devices/system/cpu/online,unknown
pcre2,unknown,openat,/usr/lib/gcc/x86_64-linux-gnu/10,unknown
pcre2,unknown,openat,/usr/lib/jvm/java-17-openjdk-amd64/lib/jfr,unknown
pcre2,unknown,openat,/dev/null,unknown
pcre2,unknown,openat,/sys/fs/cgroup/user.slice/user-1001.slice/session-190.scope/memory.max,unknown
pcre2,unknown,openat,/usr/lib/jvm/java-17-openjdk-amd64/conf/management,unknown
pcre2,unknown,openat,/sys/kernel/mm/transparent_hugepage/hpage_pmd_size,unknown
pcre2,unknown,openat,/etc/passwd,unknown
pcre2,unknown,openat,/usr/lib/jvm/java-17-openjdk-amd64/conf/security/policy/unlimited,unknown
pcre2,unknown,write,/dev/null,unknown
pcre2,unknown,openat,/usr/lib/jvm/java-17-openjdk-amd64/conf/security,unknown
project,pkg_name,syscall,path,type
pcre2,libc6-dev,read,/usr/include/x86_64-linux-gnu/bits/types.h,transitive
pcre2,libc6-dev,openat,/usr/include/x86_64-linux-gnu/bits/types/sigset_t.h,transitive
pcre2,libc6-dev,read,/usr/include/x86_64-linux-gnu/bits/types/clockid_t.h,transitive
pcre2,libc6-dev,openat,/usr/include/x86_64-linux-gnu/bits/types/__fpos64_t.h,transitive
pcre2,ca-certificates,read,/usr/share/ca-certificates/mozilla/Go_Daddy_Root_Certificate_Authority_-_G2.crt,top
pcre2,ca-certificates,read,/usr/share/ca-certificates/mozilla/GTS_Root_R2.crt,top
pcre2,linux-libc-dev,openat,/usr/include/linux/limits.h,transitive
pcre2,tzdata,openat,/usr/share/zoneinfo/Etc/UTC,transitive
pcre2,libc6-dev,openat,/usr/include/x86_64-linux-gnu/sys/types.h,transitive
pcre2,libc6-dev,openat,/usr/include/x86_64-linux-gnu/bits/posix1_lim.h,transitive
pcre2,ca-certificates,openat,/usr/share/ca-certificates/mozilla/Trustis_FPS_Root_CA.crt,top
pcre2,libc6-dev,openat,/usr/include/features.h,transitive
pcre2,ca-certificates,openat,/usr/share/ca-certificates/mozilla/GlobalSign_Root_CA.crt,top
pcre2,libc6,read,/usr/lib/x86_64-linux-gnu/libresolv-2.31.so,transitive
pcre2,libc6-dev,read,/usr/lib/x86_64-linux-gnu/libc.so,transitive
pcre2,libc6,read,/usr/lib/x86_64-linux-gnu/libmvec-2.31.so,transitive
pcre2,ca-certificates,openat,/usr/share/ca-certificates/mozilla/Amazon_Root_CA_3.crt,top
pcre2,ca-certificates,openat,/usr/share/ca-certificates/mozilla/DigiCert_High_Assurance_EV_Root_CA.crt,top
pcre2,ca-certificates,openat,/usr/share/ca-certificates/mozilla/TeliaSonera_Root_CA_v1.crt,top
pcre2,ca-certificates,read,/usr/share/ca-certificates/mozilla/Comodo_AAA_Services_root.crt,top
pcre2,libc6-dev,openat,/usr/include/x86_64-linux-gnu/bits/thread-shared-types.h,transitive
pcre2,ca-certificates,openat,/usr/share/ca-certificates/mozilla/Security_Communication_Root_CA.crt,top
pcre2,openjdk-17-jre-headless,read,/usr/lib/jvm/java-17-openjdk-amd64/lib/libjava.so,top
pcre2,ca-certificates,openat,/usr/share/ca-certificates/mozilla/ACCVRAIZ1.crt,top
pcre2,ca-certificates,openat,/usr/share/ca-certificates/mozilla/TWCA_Global_Root_CA.crt,top
pcre2,ca-certificates,read,/usr/share/ca-certificates/mozilla/QuoVadis_Root_CA_3_G3.crt,top
pcre2,libc6-dev,openat,/usr/include/x86_64-linux-gnu/bits/stdio_lim.h,transitive
pcre2,ca-certificates,read,/usr/share/ca-certificates/mozilla/DigiCert_Trusted_Root_G4.crt,top
pcre2,ca-certificates,openat,/usr/share/ca-certificates/mozilla/EC-ACC.crt,top
pcre2,libc6-dev,read,/usr/include/x86_64-linux-gnu/bits/long-double.h,transitive
pcre2,ca-certificates,read,/usr/share/ca-certificates/mozilla/E-Tugra_Certification_Authority.crt,top
