project,pkg_name,syscall,path,type
brunsli,tzdata,read,/etc/timezone,transitive
brunsli,unknown,read,/etc/nsswitch.conf,unknown
brunsli,unknown,openat,/etc/nsswitch.conf,unknown
brunsli,unknown,read,/dev/null,unknown
brunsli,unknown,read,/sys/fs/cgroup/user.slice/user-1001.slice/session-1.scope/memory.max,unknown
brunsli,unknown,openat,/usr/lib/jvm/java-17-openjdk-amd64/conf/security/policy/unlimited,unknown
brunsli,unknown,openat,/dev/null,unknown
brunsli,unknown,openat,/sys/fs/cgroup/user.slice/user-1001.slice/session-1.scope/memory.max,unknown
brunsli,unknown,openat,/usr/lib/x86_64-linux-gnu,unknown
brunsli,unknown,openat,/usr/lib/jvm/java-17-openjdk-amd64/lib/jfr,unknown
brunsli,unknown,openat,/sys/devices/system/cpu/online,unknown
brunsli,unknown,openat,/usr/lib/jvm/java-17-openjdk-amd64/conf/management,unknown
brunsli,unknown,read,/etc/ssl/certs/ca-certificates.crt,unknown
brunsli,unknown,read,/etc/hosts,unknown
brunsli,unknown,openat,/etc/ssl/certs/ca-certificates.crt,unknown
brunsli,unknown,openat,/etc/hosts,unknown
brunsli,unknown,write,/home/zhengshenyu/experiments/experiments/experiments.log,unknown
brunsli,unknown,openat,/usr/lib/jvm/java-17-openjdk-amd64/conf/security,unknown
brunsli,unknown,read,/sys/kernel/mm/transparent_hugepage/hpage_pmd_size,unknown
brunsli,tzdata,openat,/etc/timezone,transitive
brunsli,unknown,openat,/etc/ssl/certs/java,unknown
brunsli,unknown,openat,/sys/kernel/mm/transparent_hugepage/hpage_pmd_size,unknown
brunsli,unknown,openat,/usr/lib/jvm/java-17-openjdk-amd64/conf/security/policy,unknown
brunsli,unknown,openat,/usr/lib/jvm/java-17-openjdk-amd64/conf/security/policy/limited,unknown
brunsli,unknown,openat,/etc/ld.so.cache,unknown
brunsli,unknown,openat,/usr/lib/jvm/java-17-openjdk-amd64/include,unknown
brunsli,unknown,openat,/dev/random,unknown
brunsli,unknown,openat,/usr/lib/jvm/java-17-openjdk-amd64/lib/security,unknown
brunsli,unknown,read,/etc/resolv.conf,unknown
brunsli,unknown,openat,/etc/resolv.conf,unknown
brunsli,unknown,openat,/etc/ssl/certs,unknown
brunsli,unknown,read,/etc/passwd,unknown
brunsli,unknown,read,/dev/urandom,unknown
brunsli,unknown,openat,/etc/passwd,unknown
brunsli,unknown,openat,/usr/lib/jvm/java-17-openjdk-amd64/bin,unknown
brunsli,unknown,openat,/dev/urandom,unknown
brunsli,unknown,openat,/usr/lib,unknown
brunsli,unknown,openat,/usr/lib/gcc/x86_64-linux-gnu/10,unknown
brunsli,unknown,write,/dev/null,unknown
brunsli,libc-bin,openat,/usr/lib/locale/C.UTF-8/LC_MESSAGES,top
brunsli,unknown,openat,/usr/lib/bfd-plugins,unknown
brunsli,unknown,openat,/sys/devices/system/cpu,unknown
brunsli,unknown,openat,/usr/lib/jvm/java-17-openjdk-amd64,unknown
brunsli,unknown,openat,/usr/bin,unknown
brunsli,unknown,openat,/usr/lib/jvm/java-17-openjdk-amd64/lib,unknown
brunsli,unknown,read,/sys/devices/system/cpu/online,unknown
brunsli,unknown,openat,/usr/lib/jvm/java-17-openjdk-amd64/conf,unknown
brunsli,unknown,openat,/usr/lib/jvm/java-17-openjdk-amd64/include/linux,unknown
brunsli,unknown,openat,/usr/lib/jvm/java-17-openjdk-amd64/lib/server,unknown
project,pkg_name,syscall,path,type
brunsli,libc6-dev,openat,/usr/include/x86_64-linux-gnu/bits/select.h,transitive
brunsli,libstdc++-10-dev,openat,/usr/include/x86_64-linux-gnu/c++/10/bits/basic_file.h,transitive
brunsli,tzdata,read,/usr/share/zoneinfo/Etc/UTC,transitive
brunsli,libc6-dev,openat,/usr/include/x86_64-linux-gnu/bits/types/error_t.h,transitive
brunsli,ca-certificates,openat,/usr/share/ca-certificates/mozilla/AffirmTrust_Premium_ECC.crt,top
brunsli,ca-certificates,openat,/usr/share/ca-certificates/mozilla/Trustwave_Global_Certification_Authority.crt,top
brunsli,libstdc++-10-dev,read,/usr/include/c++/10/concepts,transitive
brunsli,libc6-dev,openat,/usr/include/netdb.h,transitive
brunsli,ca-certificates,openat,/usr/share/ca-certificates/mozilla/Entrust_Root_Certification_Authority_-_G2.crt,top
brunsli,libgcc-10-dev,read,/usr/lib/gcc/x86_64-linux-gnu/10/include/stddef.h,transitive
brunsli,libstdc++-10-dev,read,/usr/include/c++/10/memory,transitive
brunsli,ca-certificates,read,/usr/share/ca-certificates/mozilla/SecureSign_RootCA11.crt,top
brunsli,libstdc++-10-dev,read,/usr/include/c++/10/stdlib.h,transitive
brunsli,libstdc++-10-dev,openat,/usr/include/c++/10/ext/numeric_traits.h,transitive
brunsli,libstdc++-10-dev,openat,/usr/include/x86_64-linux-gnu/c++/10/bits/time_members.h,transitive
brunsli,libstdc++-10-dev,openat,/usr/include/c++/10/bits/hash_bytes.h,transitive
brunsli,libstdc++-10-dev,read,/usr/include/c++/10/limits,transitive
brunsli,libisl23,read,/usr/lib/x86_64-linux-gnu/libisl.so.23.0.0,transitive
brunsli,ca-certificates,openat,/usr/share/ca-certificates/mozilla/Entrust_Root_Certification_Authority_-_EC1.crt,top
brunsli,binutils,execve,/usr/bin/as,transitive
brunsli,libstdc++-10-dev,read,/usr/include/c++/10/bits/uses_allocator.h,transitive
brunsli,openjdk-17-jre-headless,execve,/usr/lib/jvm/java-17-openjdk-amd64/bin/java,transitive
brunsli,ca-certificates,read,/usr/share/ca-certificates/mozilla/Certigna_Root_CA.crt,top
