tool_name,version,date
mariadb-common,1:10.6.7-2ubuntu1,2022-05-19T16:18:49.800603
mariadb-common,1:10.6.7-2ubuntu1,2022-05-19T16:18:49.800603
mariadb-common,1:10.6.7-2ubuntu1.1,2022-09-06T14:29:56.596306
mariadb-common,1:10.6.7-2ubuntu1.1,2022-09-06T14:29:56.596306
mariadb-common,1:10.6.11-0ubuntu0.22.04.1,2022-12-06T04:51:20.999375
mariadb-common,1:10.6.11-0ubuntu0.22.04.1,2022-12-06T04:51:20.999375
mariadb-common,1:10.6.12-0ubuntu0.22.04.1,2023-03-03T05:59:48.303466
mariadb-common,1:10.6.12-0ubuntu0.22.04.1,2023-03-03T05:59:48.303466
mariadb-common,1:10.6.16-0ubuntu0.22.04.1,2024-02-29T19:46:22.601799
mariadb-common,1:10.6.16-0ubuntu0.22.04.1,2024-02-29T19:46:22.601799
