package,source_package,date,version,repo
openjdk-17-jre-headless,openjdk-17,2024-01-31T00:08:29+01:00,17.0.10+7-1~deb11u1,bullseye-security
openjdk-17-jre-headless,openjdk-17,2024-01-17T12:09:47+01:00,17.0.10+7-1,unstable
openjdk-17-jre-headless,openjdk-17,2023-12-26T13:18:48+01:00,17.0.10~6ea-1,unstable
openjdk-17-jre-headless,openjdk-17,2023-11-02T11:23:27+01:00,17.0.9+9-2,unstable
openjdk-17-jre-headless,openjdk-17,2023-10-18T09:07:04+02:00,17.0.9+9-1,unstable
openjdk-17-jre-headless,openjdk-17,2023-09-16T13:35:34+02:00,17.0.9~6ea-1,unstable
openjdk-17-jre-headless,openjdk-17,2023-08-24T08:29:32+02:00,17.0.9~4ea-1,unstable
openjdk-17-jre-headless,openjdk-17,2023-07-19T08:29:02+02:00,17.0.8+7-1,unstable
openjdk-17-jre-headless,openjdk-17,2023-07-12T14:33:08+02:00,17.0.8~6-5,unstable
openjdk-17-jre-headless,openjdk-17,2023-07-10T16:41:54+02:00,17.0.8~6-4,unstable
openjdk-17-jre-headless,openjdk-17,2023-07-01T09:19:52+02:00,17.0.8~6-3,unstable
openjdk-17-jre-headless,openjdk-17,2023-06-29T07:23:06+02:00,17.0.8~6-2,unstable
openjdk-17-jre-headless,openjdk-17,2023-06-27T12:05:37+02:00,17.0.8~6-1,experimental
openjdk-17-jre-headless,openjdk-17,2023-06-26T15:58:27+02:00,17.0.7+7-2,unstable
openjdk-17-jre-headless,openjdk-17,2023-06-06T13:36:52+02:00,17.0.7+7-1,unstable
openjdk-17-jre-headless,openjdk-17,2023-01-26T11:36:16+01:00,17.0.6+10-1,unstable
openjdk-17-jre-headless,openjdk-17,2022-10-19T16:23:50+02:00,17.0.5+8-2,unstable
openjdk-17-jre-headless,openjdk-17,2022-10-19T06:59:58+02:00,17.0.5+8-1,unstable
openjdk-17-jre-headless,openjdk-17,2022-07-20T18:04:41+02:00,17.0.4+8-1,unstable
openjdk-17-jre-headless,openjdk-17,2022-05-02T20:04:05+02:00,17.0.3+7-1,unstable
openjdk-17-jre-headless,openjdk-17,2022-01-20T17:13:47+01:00,17.0.2+8-1,unstable
openjdk-17-jre-headless,openjdk-17,2021-10-20T16:47:06+02:00,17.0.1+12-1,unstable
openjdk-17-jre-headless,openjdk-17,2021-09-15T07:22:52+02:00,17+35-1,unstable
openjdk-17-jre-headless,openjdk-17,2021-08-13T13:54:06+02:00,17~35ea-1,unstable
openjdk-17-jre-headless,openjdk-17,2021-07-31T09:22:45+02:00,17~33ea-1,unstable
openjdk-17-jre-headless,openjdk-17,2021-07-26T11:25:32+02:00,17~32ea-1,unstable
openjdk-17-jre-headless,openjdk-17,2021-07-17T14:25:02+02:00,17~31ea-1,unstable
openjdk-17-jre-headless,openjdk-17,2021-07-01T16:42:23+02:00,17~29-1,unstable
openjdk-17-jre-headless,openjdk-17,2021-06-18T15:06:18+02:00,17~27-1,unstable
openjdk-17-jre-headless,openjdk-17,2021-05-27T11:26:59+02:00,17~24-1,unstable
openjdk-17-jre-headless,openjdk-17,2021-04-22T09:51:43+02:00,17~19-1,unstable
openjdk-17-jre-headless,openjdk-17,2021-04-08T09:37:40+02:00,17~17-1,unstable
openjdk-17-jre-headless,openjdk-17,2021-03-25T10:31:15+01:00,17~15-1,unstable
openjdk-17-jre-headless,openjdk-17,2021-03-18T19:42:16+01:00,17~14-1,unstable
openjdk-17-jre-headless,openjdk-17,2021-02-25T10:33:32+01:00,17~11-1,unstable
openjdk-17-jre-headless,openjdk-17,2021-02-20T12:02:45+01:00,17~10-2,unstable
openjdk-17-jre-headless,openjdk-17,2021-02-19T13:12:19+01:00,17~10-1,unstable
openjdk-17-jre-headless,openjdk-17,2021-02-11T10:13:25+00:00,17~9-1,unstable
openjdk-17-jre-headless,openjdk-17,2021-02-04T14:35:28+01:00,17~8-1,unstable
openjdk-17-jre-headless,openjdk-17,2021-01-28T14:52:27+01:00,17~7-1,unstable
openjdk-17-jre-headless,openjdk-17,2021-01-19T10:29:50+01:00,17~5-1,unstable
openjdk-17-jre-headless,openjdk-17,2021-01-09T17:25:46+01:00,17~4-0ubuntu1,hirsute
openjdk-17-jre-headless,openjdk-17,2020-12-28T13:57:12+01:00,17~3-1,experimental
openjdk-17-jre-headless,openjdk-16,2020-12-28T12:44:30+01:00,16~29-1,unstable
openjdk-17-jre-headless,openjdk-16,2020-12-04T10:01:45+01:00,16~27-2,unstable
openjdk-17-jre-headless,openjdk-16,2020-12-03T16:42:51+01:00,16~27-1,unstable
openjdk-17-jre-headless,openjdk-16,2020-11-07T14:35:22+01:00,16~14-1,experimental
openjdk-17-jre-headless,openjdk-15,2020-11-07T08:54:13+01:00,15.0.1+9-3,unstable
openjdk-17-jre-headless,openjdk-15,2020-11-05T16:55:34+01:00,15.0.1+9-2,unstable
openjdk-17-jre-headless,openjdk-15,2020-10-21T16:46:35+02:00,15.0.1+9-1,unstable
openjdk-17-jre-headless,openjdk-15,2020-09-16T14:08:36+02:00,15+36-1,unstable
