package,source_package,date,version,repo
libtinfo6,ncurses,2023-05-26T20:31:08+02:00,6.2+20201114-2+deb11u2,bullseye
libtinfo6,ncurses,2023-02-08T20:16:03+01:00,6.2+20201114-2+deb11u1,bullseye
libtinfo6,ncurses,2021-01-01T16:02:10+01:00,6.2+20201114-2,unstable
libtinfo6,ncurses,2020-11-19T18:08:43+01:00,6.2+20201114-1,unstable
libtinfo6,ncurses,2020-09-20T11:16:40+02:00,6.2+20200918-1,unstable
libtinfo6,ncurses,2020-09-17T19:18:53+02:00,6.2+20200912-1,unstable
libtinfo6,ncurses,2020-02-29T10:05:22+01:00,6.2-1,unstable
libtinfo6,ncurses,2019-10-24T18:18:57+02:00,6.1+20191019-1,unstable
libtinfo6,ncurses,2019-08-08T17:39:10+02:00,6.1+20190803-1,unstable
libtinfo6,ncurses,2019-08-01T18:12:18+02:00,6.1+20190713-2,unstable
libtinfo6,ncurses,2019-07-19T17:14:25+02:00,6.1+20190713-1,unstable
libtinfo6,ncurses,2019-02-11T18:17:20+01:00,6.1+20181013-2,unstable
libtinfo6,ncurses,2018-10-18T19:45:43+02:00,6.1+20181013-1,unstable
libtinfo6,ncurses,2018-07-17T18:17:02+02:00,6.1+20180714-1,unstable
libtinfo6,ncurses,2018-05-21T10:54:08+02:00,6.1+20180210-4,unstable
libtinfo6,ncurses,2018-05-10T16:17:05+02:00,6.1+20180210-3,unstable
libtinfo6,ncurses,2018-04-26T18:07:30+02:00,6.1+20180210-2,unstable
libtinfo6,ncurses,2018-02-22T20:23:16+01:00,6.1+20180210-1,experimental
libtinfo6,ncurses,2018-02-11T21:06:50+01:00,6.1-1,unstable
libtinfo6,ncurses,2017-11-27T17:56:51+01:00,6.0+20171125-1,unstable
libtinfo6,ncurses,2017-09-03T19:25:01+02:00,6.0+20170902-1,unstable
libtinfo6,ncurses,2017-08-31T21:01:20+02:00,6.0+20170827-1,unstable
libtinfo6,ncurses,2017-07-16T18:23:24+02:00,6.0+20170715-2,unstable
libtinfo6,ncurses,2017-07-16T18:07:56+02:00,6.0+20170715-1,unstable
libtinfo6,ncurses,2017-07-09T11:50:10+02:00,6.0+20170708-1,unstable
libtinfo6,ncurses,2017-07-07T22:00:14+02:00,6.0+20170701-1,unstable
