package,source_package,date,version,repo
make,make-dfsg,2021-04-10T15:55:15+02:00,4.3-4.1,unstable
make,make-dfsg,2020-06-30T00:58:36-07:00,4.3-4,unstable
make,make-dfsg,2020-06-05T18:59:32-07:00,4.3-3,unstable
make,make-dfsg,2020-06-04T21:57:28-07:00,4.3-2,unstable
make,make-dfsg,2020-05-20T17:07:47-07:00,4.3-1,unstable
make,make-dfsg,2020-05-03T17:55:19-07:00,4.2.1-2,unstable
make,make-dfsg,2020-04-24T20:02:33-05:00,4.2.1-1.3,unstable
make,make-dfsg,2020-04-24T19:15:55-05:00,4.2.1-1.3~1.gbpe4407c,UNRELEASED
make,make-dfsg,2018-07-28T18:07:31+08:00,4.2.1-1.2,unstable
make,make-dfsg,2018-07-11T07:38:22+01:00,4.2.1-1.1,unstable
make,make-dfsg,2018-02-12T16:36:45-08:00,4.2.1-1,unstable
