package,source_package,date,version,repo
git,git,2023-02-22T17:51:09+08:00,1:2.30.2-1+deb11u2,bullseye-security
git,git,2023-01-26T22:59:15+08:00,1:2.30.2-1+deb11u1,bullseye-security
git,git,2021-03-09T17:45:38-08:00,1:2.30.2-1,unstable
git,git,2021-02-16T21:55:22-08:00,1:2.30.1-1,unstable
git,git,2020-12-28T16:22:30-08:00,1:2.30.0-1,unstable
git,git,2020-12-23T15:17:54-08:00,1:2.30.0~rc2-1,unstable
git,git,2020-12-21T13:58:04-08:00,1:2.30.0~rc1-1,unstable
git,git,2020-11-02T09:33:37-08:00,1:2.29.2-1,unstable
git,git,2020-10-26T17:25:55-07:00,1:2.29.1-1,unstable
git,git,2020-07-27T11:02:01-07:00,1:2.28.0-1,unstable
git,git,2020-07-22T17:36:57-07:00,1:2.28.0~rc2-1,unstable
git,git,2020-07-17T18:40:53-07:00,1:2.28.0~rc1-1,unstable
git,git,2020-07-13T15:03:55-07:00,1:2.28.0~rc0-1,unstable
git,git,2020-06-01T10:05:06-07:00,1:2.27.0-1,unstable
git,git,2020-05-26T14:27:25-07:00,1:2.27.0~rc2-1,unstable
git,git,2020-05-18T16:57:41-07:00,1:2.27.0~rc0-1,unstable
git,git,2020-04-20T10:44:09-07:00,1:2.26.2-1,unstable
git,git,2020-04-14T10:29:38-07:00,1:2.26.1-1,unstable
git,git,2020-04-14T10:09:37-07:00,1:2.26.0-2,unstable
git,git,2020-03-23T13:19:36-07:00,1:2.26.0-1,unstable
git,git,2020-03-16T21:17:23-07:00,1:2.26.0~rc2-1,unstable
git,git,2020-02-18T17:26:36-08:00,1:2.25.1-1,unstable
git,git,2020-01-14T02:58:47+00:00,1:2.25.0-1,unstable
git,git,2020-01-08T16:08:27-08:00,1:2.25.0~rc2-1,unstable
git,git,2020-01-03T15:12:18-08:00,1:2.25.0~rc1-1,unstable
git,git,2019-12-27T15:08:51-08:00,1:2.25.0~rc0-1,unstable
git,git,2019-12-10T13:21:59-08:00,1:2.24.1-1,unstable
git,git,2019-12-09T06:20:25+00:00,1:2.24.0-2,unstable
git,git,2019-11-03T22:16:20-08:00,1:2.24.0-1,unstable
git,git,2019-10-30T12:52:19-07:00,1:2.24.0~rc2-1,unstable
git,git,2019-10-24T15:44:01-07:00,1:2.24.0~rc1-1,unstable
git,git,2019-10-18T15:15:37-07:00,1:2.24.0~rc0-1,unstable
git,git,2019-08-18T16:58:15-07:00,1:2.23.0-1,unstable
git,git,2019-08-02T17:21:22-07:00,1:2.23.0~rc1-1,unstable
git,git,2019-07-29T17:07:53-07:00,1:2.23.0~rc0-1,unstable
git,git,2019-07-08T10:50:51-07:00,1:2.22.0-1,unstable
git,git,2019-01-21T22:32:28-08:00,1:2.20.1-2,unstable
git,git,2018-12-16T16:53:30-08:00,1:2.20.1-1,unstable
git,git,2018-12-10T11:07:26-08:00,1:2.20.0-1,unstable
git,git,2018-12-02T12:11:19-08:00,1:2.20.0~rc2-1,unstable
git,git,2018-11-25T11:47:53-08:00,1:2.20.0~rc1-1,unstable
git,git,2018-11-22T14:48:49-08:00,1:2.19.2-1,unstable
git,git,2018-10-05T10:10:45-07:00,1:2.19.1-1,unstable
git,git,2018-09-10T13:33:45-07:00,1:2.19.0-1,unstable
git,git,2018-09-09T19:08:55-07:00,1:2.19.0~rc2-2,unstable
git,git,2018-09-04T15:47:54-07:00,1:2.19.0~rc2-1,unstable
git,git,2018-08-28T13:48:50-07:00,1:2.19.0~rc1-1,unstable
git,git,2018-06-21T15:25:50-07:00,1:2.18.0-1,unstable
git,git,2018-06-20T10:22:51-07:00,1:2.18.0~rc2-2,unstable
git,git,2018-06-18T09:19:59-07:00,1:2.18.0~rc2-1,unstable
git,git,2018-05-28T17:37:54-07:00,1:2.17.1-1,unstable
git,git,2018-04-02T12:58:14-07:00,1:2.17.0-1,unstable
git,git,2018-03-23T09:56:37-07:00,1:2.16.3-1,unstable
git,git,2018-02-23T13:53:02-08:00,1:2.16.2-1,unstable
git,git,2018-02-05T12:27:37-08:00,1:2.16.1-1,unstable
git,git,2017-12-22T17:13:42-08:00,1:2.15.1-3,unstable
git,git,2017-12-18T09:45:31-08:00,1:2.15.1-2,unstable
git,git,2017-11-29T13:49:38-08:00,1:2.15.1-1,unstable
git,git,2017-10-30T10:56:56-07:00,1:2.15.0-1,unstable
git,git,2017-10-23T10:15:45-07:00,1:2.15.0~rc2-1,unstable
git,git,2017-10-16T09:29:08-07:00,1:2.15.0~rc1-1,unstable
git,git,2017-10-09T10:13:35-07:00,1:2.15.0~rc0-1,unstable
git,git,2017-09-25T18:23:18-07:00,1:2.14.2-1,unstable
git,git,2017-08-28T10:08:04-07:00,1:2.14.1-3,unstable
git,git,2017-08-14T12:14:32-07:00,1:2.14.1-2,unstable
git,git,2017-08-10T09:16:20-07:00,1:2.14.1-1,unstable
git,git,2017-08-07T11:31:25-07:00,1:2.14.0-1,unstable
git,git,2017-07-17T12:16:44-07:00,1:2.13.3-1,unstable
git,git,2017-06-30T16:11:06-07:00,1:2.13.2-3,unstable
git,git,2017-06-26T15:17:48-07:00,1:2.13.2-2,unstable
git,git,2017-06-26T11:47:14-07:00,1:2.13.2-1,unstable
git,git,2017-06-21T15:42:17-07:00,1:2.13.1-1,unstable
