package,source_package,date,version,repo
libexpat1,expat,2022-10-28T17:29:19+02:00,2.2.10-2+deb11u5,bullseye-security
libexpat1,expat,2022-09-17T11:30:56+02:00,2.2.10-2+deb11u4,bullseye-security
libexpat1,expat,2022-03-10T21:38:43+01:00,2.2.10-2+deb11u3,bullseye-security
libexpat1,expat,2022-02-20T17:08:18+01:00,2.2.10-2+deb11u2,bullseye-security
libexpat1,expat,2022-02-07T22:26:48+01:00,2.2.10-2+deb11u1,bullseye-security
libexpat1,expat,2021-02-23T17:54:13+01:00,2.2.10-2,unstable
libexpat1,expat,2020-10-04T07:39:41+02:00,2.2.10-1,unstable
libexpat1,expat,2019-09-28T18:49:55+00:00,2.2.9-1,unstable
libexpat1,expat,2019-09-04T18:01:00+00:00,2.2.7-2,unstable
libexpat1,expat,2019-07-13T21:46:00+00:00,2.2.7-1,unstable
libexpat1,expat,2019-06-24T21:18:31+00:00,2.2.6-2,unstable
libexpat1,expat,2018-08-15T15:18:15+00:00,2.2.6-1,unstable
libexpat1,expat,2017-12-20T00:17:04+00:00,2.2.5-3,unstable
libexpat1,expat,2017-12-17T07:33:25+00:00,2.2.5-2,unstable
libexpat1,expat,2017-12-16T07:24:56+00:00,2.2.5-1,experimental
libexpat1,expat,2017-11-05T13:01:19+00:00,2.2.3-2,unstable
libexpat1,expat,2017-08-02T19:54:40+00:00,2.2.3-1,unstable
libexpat1,expat,2017-07-16T14:23:03+00:00,2.2.2-2,unstable
libexpat1,expat,2017-07-13T22:46:33+00:00,2.2.2-1,unstable
libexpat1,expat,2017-07-05T17:45:36+00:00,2.2.1-3,unstable
libexpat1,expat,2017-06-22T21:05:46+00:00,2.2.1-2,unstable
libexpat1,expat,2017-06-17T20:48:02+00:00,2.2.1-1,unstable
