package,source_package,date,version,repo
media-types,media-types,2021-01-16T07:58:46+09:00,4.0.0,unstable
media-types,media-types,2021-01-08T06:57:42+09:00,3.0.0,unstable
media-types,media-types,2021-01-07T07:24:48+09:00,2.0.0,unstable
media-types,media-types,2021-01-02T09:08:54+09:00,1.1.0,unstable
media-types,media-types,2020-11-13T04:39:07+09:00,1.0.1,unstable
media-types,media-types,2020-10-08T05:32:44+09:00,1.0.0,experimental
media-types,mime-support,2019-10-06T22:11:08+09:00,3.64,unstable
media-types,mime-support,2019-08-11T08:53:20+09:00,3.63,unstable
media-types,mime-support,2019-02-09T21:32:33+09:00,3.62,unstable
media-types,mime-support,2018-06-16T17:55:26+09:00,3.61,unstable
