package,source_package,date,version,repo
golang,golang-defaults,2020-09-17T08:08:57+12:00,2:1.15~1,unstable
golang,golang-defaults,2020-05-20T19:48:35+08:00,2:1.14~2,unstable
golang,golang-defaults,2020-03-07T13:47:33+01:00,2:1.14~1,unstable
golang,golang-defaults,2019-10-04T13:23:03+02:00,2:1.13~1,unstable
golang,golang-defaults,2019-08-03T04:27:09-06:00,2:1.12~1,unstable
golang,golang-defaults,2018-12-29T14:55:11+01:00,2:1.11~1,unstable
golang,golang-defaults,2018-12-27T00:20:37+01:00,2:1.10~6,unstable
golang,golang-defaults,2018-03-01T10:51:58+13:00,2:1.10~5,unstable
golang,golang-defaults,2018-02-28T22:08:37+13:00,2:1.10~4,unstable
golang,golang-defaults,2018-02-28T22:01:45+13:00,2:1.10~3,unstable
golang,golang-defaults,2018-02-28T09:40:49+01:00,2:1.10~2,unstable
golang,golang-defaults,2018-02-17T13:06:01+01:00,2:1.10~1,unstable
golang,golang-defaults,2017-12-11T09:15:36+13:00,2:1.9~2,unstable
golang,golang-defaults,2017-09-15T07:53:10+02:00,2:1.9~1,unstable
golang,golang-defaults,2017-06-23T10:12:10+12:00,2:1.8~3,unstable
