package,source_package,date,version,repo
libpython3.9-stdlib,python3.9,2021-02-28T18:03:44+01:00,3.9.2-1,unstable
libpython3.9-stdlib,python3.9,2021-02-17T19:32:50+01:00,3.9.2~rc1-1,experimental
libpython3.9-stdlib,python3.9,2021-02-05T14:46:56+01:00,3.9.1-4,unstable
libpython3.9-stdlib,python3.9,2021-01-20T15:49:22+01:00,3.9.1-3,unstable
libpython3.9-stdlib,python3.9,2021-01-10T16:42:50+01:00,3.9.1-2,unstable
libpython3.9-stdlib,python3.9,2020-12-08T08:51:42+01:00,3.9.1-1,unstable
libpython3.9-stdlib,python3.9,2020-11-27T20:38:39+01:00,3.9.1~rc1-2,unstable
libpython3.9-stdlib,python3.9,2020-11-27T09:20:22+01:00,3.9.1~rc1-1,unstable
libpython3.9-stdlib,python3.9,2020-10-19T11:51:18+02:00,3.9.0-5,unstable
libpython3.9-stdlib,python3.9,2020-10-18T11:42:38+02:00,3.9.0-4,unstable
libpython3.9-stdlib,python3.9,2020-10-16T19:57:59+02:00,3.9.0-3,unstable
libpython3.9-stdlib,python3.9,2020-10-15T13:54:52+02:00,3.9.0-2,unstable
libpython3.9-stdlib,python3.9,2020-10-05T22:56:51+02:00,3.9.0-1,unstable
libpython3.9-stdlib,python3.9,2020-09-17T12:40:00+02:00,3.9.0~rc2-1,unstable
libpython3.9-stdlib,python3.9,2020-08-12T12:42:16+02:00,3.9.0~rc1-1,unstable
libpython3.9-stdlib,python3.9,2020-07-23T11:11:14+02:00,3.9.0~b5-2,unstable
libpython3.9-stdlib,python3.9,2020-07-22T11:03:53+02:00,3.9.0~b5-1,unstable
libpython3.9-stdlib,python3.9,2020-07-16T13:24:24+02:00,3.9.0~b4-2,unstable
libpython3.9-stdlib,python3.9,2020-07-06T15:22:12+02:00,3.9.0~b4-1,unstable
libpython3.9-stdlib,python3.8,2020-07-01T17:31:45+02:00,3.8.4~rc1-1,unstable
libpython3.9-stdlib,python3.8,2020-05-14T13:03:12+02:00,3.8.3-1,unstable
libpython3.9-stdlib,python3.8,2020-04-30T09:33:30+02:00,3.8.3~rc1-1,unstable
libpython3.9-stdlib,python3.8,2020-02-25T14:04:52+01:00,3.8.2-1,unstable
libpython3.9-stdlib,python3.8,2020-02-21T12:37:41+01:00,3.8.2~rc2-2,unstable
libpython3.9-stdlib,python3.8,2020-02-18T11:16:50+01:00,3.8.2~rc2-1,unstable
libpython3.9-stdlib,python3.8,2020-02-11T16:26:48+01:00,3.8.2~rc1-1,unstable
libpython3.9-stdlib,python3.8,2020-01-06T09:48:53+01:00,3.8.1-2,unstable
libpython3.9-stdlib,python3.8,2019-12-19T10:21:09+01:00,3.8.1-1,unstable
libpython3.9-stdlib,python3.8,2019-12-10T10:38:12+01:00,3.8.1~rc1-1,unstable
libpython3.9-stdlib,python3.8,2019-11-23T05:55:55+01:00,3.8.0-5,unstable
libpython3.9-stdlib,python3.8,2019-11-07T16:14:28+01:00,3.8.0-4,unstable
libpython3.9-stdlib,python3.8,2019-10-27T17:36:55+02:00,3.8.0-3,unstable
libpython3.9-stdlib,python3.8,2019-10-20T18:00:25+02:00,3.8.0-2,unstable
libpython3.9-stdlib,python3.8,2019-10-15T11:10:20+02:00,3.8.0-1,unstable
libpython3.9-stdlib,python3.8,2019-10-09T11:06:01+02:00,3.8.0~rc1-3,unstable
libpython3.9-stdlib,python3.8,2019-10-02T05:45:03+02:00,3.8.0~rc1-2,unstable
libpython3.9-stdlib,python3.8,2019-08-31T16:07:24+02:00,3.8.0~b4-1,unstable
libpython3.9-stdlib,python3.8,2019-08-21T17:32:52+02:00,3.8.0~b3-1,unstable
libpython3.9-stdlib,python3.8,2019-07-11T11:55:03+02:00,3.8.0~b2-5,unstable
libpython3.9-stdlib,python3.8,2019-07-07T14:23:41+02:00,3.8.0~b2-4,unstable
libpython3.9-stdlib,python3.8,2019-07-06T12:00:08+02:00,3.8.0~b2-3,unstable
libpython3.9-stdlib,python3.8,2019-07-05T11:20:35+02:00,3.8.0~b2-1,experimental
libpython3.9-stdlib,python3.8,2019-06-17T11:41:06+02:00,3.8.0~b1-2,experimental
libpython3.9-stdlib,python3.8,2019-06-05T11:23:02+02:00,3.8.0~b1-1,experimental
libpython3.9-stdlib,python3.8,2019-05-15T00:30:25+02:00,3.8.0~a4-3,experimental
libpython3.9-stdlib,python3.8,2019-05-14T15:45:29+02:00,3.8.0~a4-2,experimental
libpython3.9-stdlib,python3.8,2019-05-07T20:35:18+02:00,3.8.0~a4-1,experimental
libpython3.9-stdlib,python3.8,2019-04-03T09:37:42+02:00,3.8.0~a3-2,experimental
libpython3.9-stdlib,python3.8,2019-03-26T10:17:13+01:00,3.8.0~a3-1,experimental
libpython3.9-stdlib,python3.8,2019-03-14T16:06:36+01:00,3.8.0~a2-1ubuntu1,disco
libpython3.9-stdlib,python3.8,2019-03-14T10:20:00+01:00,3.8.0~a2-1,experimental
libpython3.9-stdlib,python3.8,2019-02-06T16:07:30+01:00,3.8.0~a1-1,experimental
libpython3.9-stdlib,python3.7,2018-10-21T10:03:53+02:00,3.7.1-1,unstable
libpython3.9-stdlib,python3.7,2018-10-15T11:24:12+02:00,3.7.1~rc2-1,unstable
libpython3.9-stdlib,python3.7,2018-09-27T11:41:42+02:00,3.7.1~rc1-1,unstable
libpython3.9-stdlib,python3.7,2018-09-25T16:01:24+02:00,3.7.0-7,unstable
libpython3.9-stdlib,python3.7,2018-09-01T01:21:37+02:00,3.7.0-6,unstable
libpython3.9-stdlib,python3.7,2018-08-20T19:52:20+02:00,3.7.0-5,unstable
libpython3.9-stdlib,python3.7,2018-08-02T08:46:56+02:00,3.7.0-4,unstable
libpython3.9-stdlib,python3.7,2018-07-30T06:39:20+02:00,3.7.0-3,unstable
libpython3.9-stdlib,python3.7,2018-07-20T15:51:14+02:00,3.7.0-2,unstable
libpython3.9-stdlib,python3.7,2018-09-12T20:30:08+02:00,3.7.0-1~18.04,bionic-proposed
libpython3.9-stdlib,python3.7,2018-06-27T16:40:03+02:00,3.7.0-1,unstable
libpython3.9-stdlib,python3.7,2018-06-22T10:11:22+02:00,3.7.0~rc1-3,unstable
libpython3.9-stdlib,python3.7,2018-06-19T09:10:27+02:00,3.7.0~rc1-2,unstable
libpython3.9-stdlib,python3.7,2018-06-13T10:04:13+02:00,3.7.0~rc1-1,unstable
libpython3.9-stdlib,python3.7,2018-05-31T12:14:46+02:00,3.7.0~b5-1,unstable
libpython3.9-stdlib,python3.7,2018-05-29T13:54:38+02:00,3.7.0~b4-5,unstable
libpython3.9-stdlib,python3.7,2018-05-16T16:51:00-04:00,3.7.0~b4-4,unstable
libpython3.9-stdlib,python3.7,2018-05-11T11:18:40-04:00,3.7.0~b4-3,unstable
libpython3.9-stdlib,python3.7,2018-05-07T19:24:57+02:00,3.7.0~b4-2,unstable
libpython3.9-stdlib,python3.7,2018-05-03T13:45:04+02:00,3.7.0~b4-1,unstable
libpython3.9-stdlib,python3.7,2018-03-30T12:35:22+08:00,3.7.0~b3-1,unstable
libpython3.9-stdlib,python3.7,2018-03-23T11:21:34+08:00,3.7.0~b2-2,unstable
libpython3.9-stdlib,python3.7,2018-03-13T20:55:14+01:00,3.7.0~b2-1,unstable
libpython3.9-stdlib,python3.7,2018-02-01T08:36:28+01:00,3.7.0~b1-1,unstable
libpython3.9-stdlib,python3.7,2018-01-10T13:34:16+01:00,3.7.0~a4-1,unstable
libpython3.9-stdlib,python3.7,2018-01-05T03:45:13+01:00,3.7.0~a3-4,unstable
libpython3.9-stdlib,python3.7,2017-12-27T14:04:53+01:00,3.7.0~a3-3,unstable
libpython3.9-stdlib,python3.7,2017-12-13T12:18:54+01:00,3.7.0~a3-2,unstable
libpython3.9-stdlib,python3.7,2017-12-06T13:24:25+01:00,3.7.0~a3-1,unstable
libpython3.9-stdlib,python3.7,2017-10-18T20:58:26+02:00,3.7.0~a2-1,experimental
libpython3.9-stdlib,python3.7,2017-09-20T14:12:51+02:00,3.7.0~a1-2,experimental
libpython3.9-stdlib,python3.7,2017-09-20T14:12:51+02:00,3.7.0~a1-1,experimental
