package,source_package,date,version,repo
libldap-2.4-2,openldap,2022-05-14T11:32:57-07:00,2.4.57+dfsg-3+deb11u1,bullseye-security
libldap-2.4-2,openldap,2021-05-15T16:03:34-07:00,2.4.57+dfsg-3,unstable
libldap-2.4-2,openldap,2021-02-14T09:26:41-08:00,2.4.57+dfsg-2,unstable
libldap-2.4-2,openldap,2021-01-23T08:57:07-08:00,2.4.57+dfsg-1,unstable
libldap-2.4-2,openldap,2020-11-11T09:13:56-08:00,2.4.56+dfsg-1,unstable
libldap-2.4-2,openldap,2020-10-27T21:07:29-07:00,2.4.55+dfsg-1,unstable
libldap-2.4-2,openldap,2020-10-18T16:03:46+00:00,2.4.54+dfsg-1,unstable
libldap-2.4-2,openldap,2020-09-07T09:47:28-07:00,2.4.53+dfsg-1,unstable
libldap-2.4-2,openldap,2020-08-23T11:09:57-07:00,2.4.51+dfsg-1,unstable
libldap-2.4-2,openldap,2020-04-28T10:18:12-07:00,2.4.50+dfsg-1,unstable
libldap-2.4-2,openldap,2020-04-14T21:33:16-07:00,2.4.49+dfsg-4,unstable
libldap-2.4-2,openldap,2020-04-04T10:43:56-07:00,2.4.49+dfsg-3,unstable
libldap-2.4-2,openldap,2020-03-05T12:59:46-08:00,2.4.49+dfsg-2,unstable
libldap-2.4-2,openldap,2020-02-06T10:08:12-08:00,2.4.49+dfsg-1,unstable
libldap-2.4-2,openldap,2019-07-25T08:32:00-07:00,2.4.48+dfsg-1,unstable
libldap-2.4-2,openldap,2019-02-02T10:30:10-08:00,2.4.47+dfsg-3,unstable
libldap-2.4-2,openldap,2019-01-12T11:18:03-08:00,2.4.47+dfsg-2,unstable
libldap-2.4-2,openldap,2018-12-23T12:50:40-08:00,2.4.47+dfsg-1,unstable
libldap-2.4-2,openldap,2018-05-04T16:12:27-07:00,2.4.46+dfsg-5,unstable
libldap-2.4-2,openldap,2018-05-04T08:06:58-07:00,2.4.46+dfsg-4,unstable
libldap-2.4-2,openldap,2018-05-04T07:36:58-07:00,2.4.46+dfsg-3,unstable
libldap-2.4-2,openldap,2018-05-03T14:16:49-07:00,2.4.46+dfsg-2,unstable
libldap-2.4-2,openldap,2018-05-03T07:03:30-07:00,2.4.46+dfsg-1,unstable
libldap-2.4-2,openldap,2017-07-27T18:04:41-07:00,2.4.45+dfsg-1,unstable
libldap-2.4-2,openldap,2017-07-16T12:57:41-07:00,2.4.44+dfsg-8,unstable
libldap-2.4-2,openldap,2017-06-27T18:53:12-07:00,2.4.44+dfsg-7,unstable
libldap-2.4-2,openldap,2017-06-26T19:42:02-07:00,2.4.44+dfsg-6,unstable
