package,source_package,date,version,repo
tzdata,tzdata,2024-02-04T12:14:32+01:00,2024a-0+deb11u1,bullseye
tzdata,tzdata,2024-02-01T23:43:31+01:00,2023d-0+deb11u1,bullseye
tzdata,tzdata,2023-12-01T22:51:38+01:00,2021a-1+deb11u11,bullseye
tzdata,tzdata,2023-04-18T22:03:16+02:00,2021a-1+deb11u10,bullseye
tzdata,tzdata,2023-03-24T23:41:33+01:00,2021a-1+deb11u9,bullseye
tzdata,tzdata,2022-10-29T14:12:56+02:00,2021a-1+deb11u8,bullseye
tzdata,tzdata,2022-10-15T11:46:50+02:00,2021a-1+deb11u7,bullseye
tzdata,tzdata,2022-10-01T23:34:39+02:00,2021a-1+deb11u6,bullseye
tzdata,tzdata,2022-08-14T16:27:14+02:00,2021a-1+deb11u5,bullseye
tzdata,tzdata,2022-06-10T19:59:11+02:00,2021a-1+deb11u4,bullseye
tzdata,tzdata,2022-03-22T22:07:41+01:00,2021a-1+deb11u3,bullseye
tzdata,tzdata,2021-10-25T19:14:46+02:00,2021a-1+deb11u2,bullseye
tzdata,tzdata,2021-09-27T18:27:10+02:00,2021a-1+deb11u1,bullseye
tzdata,tzdata,2021-01-24T23:05:23+01:00,2021a-1,unstable
tzdata,tzdata,2021-01-02T18:43:15+01:00,2020f-1,unstable
tzdata,tzdata,2020-12-23T10:41:32+01:00,2020e-1,unstable
tzdata,tzdata,2020-10-21T22:21:30+02:00,2020d-1,unstable
tzdata,tzdata,2020-10-17T01:21:17+02:00,2020c-1,unstable
tzdata,tzdata,2020-10-10T22:50:56+02:00,2020b-1,unstable
tzdata,tzdata,2020-04-24T21:32:19+02:00,2020a-1,unstable
tzdata,tzdata,2019-10-01T22:53:04+02:00,2019c-3,unstable
tzdata,tzdata,2019-09-29T00:56:50+02:00,2019c-2,unstable
tzdata,tzdata,2019-09-11T23:05:32+02:00,2019c-1,unstable
tzdata,tzdata,2019-08-12T11:40:33+02:00,2019b-2,unstable
tzdata,tzdata,2019-07-04T15:04:32-06:00,2019b-1,unstable
tzdata,tzdata,2019-03-26T23:05:57+01:00,2019a-1,unstable
tzdata,tzdata,2019-02-28T22:56:09+01:00,2018i-2,unstable
tzdata,tzdata,2018-12-30T21:02:04-05:00,2018i-1,unstable
tzdata,tzdata,2018-12-30T00:14:21+01:00,2018h-1,unstable
tzdata,tzdata,2018-10-27T15:14:23+02:00,2018g-1,unstable
tzdata,tzdata,2018-10-18T20:22:56+02:00,2018f-1,unstable
tzdata,tzdata,2018-05-04T13:12:53+02:00,2018e-1,unstable
tzdata,tzdata,2018-03-26T18:23:37-04:00,2018d-1,unstable
tzdata,tzdata,2018-01-25T23:47:46+01:00,2018c-1,unstable
tzdata,tzdata,2018-01-20T23:04:41-05:00,2018b-1,unstable
tzdata,tzdata,2017-10-25T00:55:42+02:00,2017c-1,unstable
tzdata,tzdata,2017-06-18T18:46:11+02:00,2017b-2,unstable
