package,source_package,date,version,repo
libacl1,acl,2021-01-31T23:06:47+01:00,2.2.53-10,unstable
libacl1,acl,2020-12-24T15:53:27+01:00,2.2.53-9,unstable
libacl1,acl,2020-05-01T05:41:09+02:00,2.2.53-8,unstable
libacl1,acl,2020-04-22T02:18:06+02:00,2.2.53-7,unstable
libacl1,acl,2020-03-01T02:06:51+01:00,2.2.53-6,unstable
libacl1,acl,2019-09-24T15:23:30+02:00,2.2.53-5,unstable
libacl1,acl,2019-03-01T23:22:21+01:00,2.2.53-4,unstable
libacl1,acl,2019-03-01T13:45:09+01:00,2.2.53-3,unstable
libacl1,acl,2019-03-01T03:00:58+01:00,2.2.53-2,unstable
libacl1,acl,2019-03-01T00:35:02+01:00,2.2.53-1,unstable
libacl1,acl,2019-02-16T03:52:33+01:00,2.2.52-5,unstable
libacl1,acl,2019-02-13T04:10:57+01:00,2.2.52-4,unstable
