package,source_package,date,version,repo
libidn2-0,libidn2,2021-01-15T11:19:14+01:00,2.3.0-5,unstable
libidn2-0,libidn2,2020-11-16T16:14:21+01:00,2.3.0-4,unstable
libidn2-0,libidn2,2020-11-10T21:30:02+01:00,2.3.0-3,unstable
libidn2-0,libidn2,2020-11-01T18:29:18+01:00,2.3.0-2,unstable
libidn2-0,libidn2,2020-03-02T10:23:23+01:00,2.3.0-1,unstable
libidn2-0,libidn2,2019-09-11T08:58:12+02:00,2.2.0-2,unstable
libidn2-0,libidn2,2019-07-20T22:35:12+02:00,2.2.0-1,unstable
libidn2-0,libidn2,2018-08-31T13:05:31+00:00,2.0.5-1,unstable
libidn2-0,libidn2,2018-07-30T00:24:54+02:00,2.0.4-2.2,unstable
libidn2-0,libidn2,2018-07-26T22:14:21+02:00,2.0.4-2.1,unstable
libidn2-0,libidn2,2017-09-18T09:03:04+02:00,2.0.4-2,unstable
libidn2-0,libidn2,2017-11-23T11:11:41+00:00,2.0.4-1.1,unstable
libidn2-0,libidn2,2017-09-04T14:17:51+02:00,2.0.4-1,unstable
libidn2-0,libidn2,2017-09-04T11:01:44+02:00,2.0.3-1,unstable
libidn2-0,libidn2-0,2017-09-18T08:00:10+02:00,2.0.2-5,unstable
libidn2-0,libidn2-0,2017-09-12T10:42:14+02:00,2.0.2-4,unstable
libidn2-0,libidn2-0,2017-08-02T20:27:38+02:00,2.0.2-3,unstable
libidn2-0,libidn2-0,2017-07-17T08:50:44+02:00,2.0.2-2,unstable
libidn2-0,libidn2-0,2017-07-09T23:53:14+02:00,2.0.2-1,unstable
