package,source_package,date,version,repo
perl-base,perl,2023-11-25T23:03:14+02:00,5.32.1-4+deb11u3,bullseye
perl-base,perl,2021-09-24T19:10:58+03:00,5.32.1-4+deb11u2,bullseye
perl-base,perl,2021-08-05T22:26:55+03:00,5.32.1-4+deb11u1,bullseye-security
perl-base,perl,2021-04-29T21:37:46+03:00,5.32.1-4,unstable
perl-base,perl,2021-02-25T16:52:03+02:00,5.32.1-3,unstable
perl-base,perl,2021-02-01T22:44:54+00:00,5.32.1-2,unstable
perl-base,perl,2021-01-24T10:49:43+00:00,5.32.1-1,experimental
perl-base,perl,2021-01-18T00:21:24+00:00,5.32.1~rc1-1,experimental
perl-base,perl,2020-12-13T20:58:36+02:00,5.32.0-6,unstable
perl-base,perl,2020-11-14T11:19:57+00:00,5.32.0-5,unstable
perl-base,perl,2020-11-08T16:57:57+00:00,5.32.0-4,unstable
perl-base,perl,2020-09-08T23:55:26+01:00,5.32.0-3,experimental
perl-base,perl,2020-06-23T20:05:06+03:00,5.32.0-2,experimental
perl-base,perl,2020-06-20T19:46:36+01:00,5.32.0-1,experimental
perl-base,perl,2020-06-20T18:14:38+01:00,5.32.0~rc1-2,experimental
perl-base,perl,2020-06-14T08:18:55+03:00,5.32.0~rc1-1,experimental
perl-base,perl,2020-06-07T10:56:32+03:00,5.30.3-4,unstable
perl-base,perl,2020-06-06T13:33:31+03:00,5.30.3-3,unstable
perl-base,perl,2020-06-05T00:21:01+01:00,5.30.3-2,unstable
perl-base,perl,2020-06-01T22:23:43+01:00,5.30.3-1,unstable
perl-base,perl,2020-05-17T00:19:12+01:00,5.30.2-1,unstable
perl-base,perl,2020-04-17T22:18:51+03:00,5.30.0-10,unstable
perl-base,perl,2019-10-27T18:52:24+02:00,5.30.0-9,unstable
perl-base,perl,2019-10-20T14:51:34+03:00,5.30.0-8,unstable
perl-base,perl,2019-10-15T16:35:07+03:00,5.30.0-7,unstable
perl-base,perl,2019-10-08T20:25:35+03:00,5.30.0-6,unstable
perl-base,perl,2019-10-05T09:51:05+01:00,5.30.0-5,unstable
perl-base,perl,2019-08-03T21:11:59+03:00,5.30.0-4,experimental
perl-base,perl,2019-06-20T16:17:06+03:00,5.30.0-3,experimental
perl-base,perl,2019-06-19T18:10:54+03:00,5.30.0-2,experimental
perl-base,perl,2019-05-25T10:14:26+03:00,5.30.0-1,experimental
perl-base,perl,2019-05-20T18:26:56+03:00,5.30.0~rc2-1,experimental
perl-base,perl,2019-03-31T14:51:22+03:00,5.28.1-6,unstable
perl-base,perl,2019-03-16T16:02:28+02:00,5.28.1-5,unstable
perl-base,perl,2019-02-02T18:30:38+02:00,5.28.1-4,unstable
perl-base,perl,2018-12-07T15:23:05+02:00,5.28.1-3,unstable
perl-base,perl,2018-12-03T20:24:24+02:00,5.28.1-2,unstable
perl-base,perl,2018-11-29T19:17:43+00:00,5.28.1-1,unstable
perl-base,perl,2018-11-19T20:01:39+02:00,5.28.0-4,unstable
perl-base,perl,2018-10-31T17:45:10+02:00,5.28.0-3,unstable
perl-base,perl,2018-07-16T11:22:42+03:00,5.28.0-2,experimental
perl-base,perl,2018-06-25T22:20:16+03:00,5.28.0-1,experimental
perl-base,perl,2018-06-08T19:19:00+03:00,5.28.0~rc2-1,experimental
perl-base,perl,2018-06-03T13:44:40+03:00,5.28.0~rc1-1,experimental
perl-base,perl,2018-08-12T11:26:41+03:00,5.26.2-7,unstable
perl-base,perl,2018-06-09T13:38:44+01:00,5.26.2-6,unstable
perl-base,perl,2018-05-19T19:05:17+03:00,5.26.2-5,unstable
perl-base,perl,2018-05-18T17:13:34+03:00,5.26.2-4,unstable
perl-base,perl,2018-04-25T19:55:24+03:00,5.26.2-3,unstable
perl-base,perl,2018-04-17T20:25:01+03:00,5.26.2-2,unstable
perl-base,perl,2018-04-15T12:07:39+03:00,5.26.2-1,experimental
perl-base,perl,2018-03-10T20:40:42+02:00,5.26.1-6,unstable
perl-base,perl,2018-02-23T17:23:43+02:00,5.26.1-5,unstable
perl-base,perl,2018-01-12T21:31:09+02:00,5.26.1-4,unstable
perl-base,perl,2017-11-28T19:44:14+02:00,5.26.1-3,unstable
perl-base,perl,2017-10-25T18:19:46+03:00,5.26.1-2,unstable
perl-base,perl,2017-10-16T14:07:36+02:00,5.26.1-1,experimental
perl-base,perl,2017-09-12T18:07:07+03:00,5.26.0-8,unstable
perl-base,perl,2017-09-05T21:48:47+01:00,5.26.0-7,unstable
perl-base,perl,2017-08-29T19:39:52+01:00,5.26.0-6,experimental
perl-base,perl,2017-07-30T19:15:47+03:00,5.26.0-5,unstable
perl-base,perl,2017-07-20T22:23:29+03:00,5.26.0-4,unstable
perl-base,perl,2017-07-09T19:59:07+03:00,5.26.0-3,experimental
perl-base,perl,2017-06-25T22:46:11+03:00,5.26.0-2,experimental
