package,source_package,date,version,repo
cargo,cargo,2020-12-08T01:43:58+00:00,0.47.0-3,unstable
cargo,cargo,2020-12-08T00:29:08+00:00,0.47.0-2,unstable
cargo,cargo,2020-12-06T12:39:49+00:00,0.47.0-1,unstable
cargo,cargo,2020-10-02T02:04:10+01:00,0.47.0-1~exp1,experimental
cargo,cargo,2020-11-28T11:07:20+01:00,0.43.1-4,unstable
cargo,cargo,2020-04-20T14:30:01+01:00,0.43.1-3,unstable
cargo,cargo,2020-04-20T13:30:57+01:00,0.43.1-2,unstable
cargo,cargo,2020-04-18T19:54:01+01:00,0.43.1-1,unstable
cargo,cargo,2020-01-05T13:31:46+00:00,0.40.0-3,unstable
cargo,cargo,2019-12-05T22:31:57+00:00,0.40.0-2,unstable
cargo,cargo,2019-11-28T10:24:46+00:00,0.40.0-1,unstable
cargo,cargo,2019-07-20T16:02:08-07:00,0.37.0-3,unstable
cargo,cargo,2019-07-18T02:34:48-07:00,0.37.0-2,unstable
cargo,cargo,2019-07-16T23:06:49-07:00,0.37.0-1,unstable
cargo,cargo,2019-06-08T11:04:43-07:00,0.35.0-2,unstable
cargo,cargo,2019-05-31T00:29:11-07:00,0.35.0-1,unstable
cargo,cargo,2019-05-18T20:22:22-07:00,0.33.0-3,unstable
cargo,cargo,2019-05-18T12:14:38-07:00,0.33.0-2,unstable
cargo,cargo,2019-02-05T20:52:47-08:00,0.33.0-1,unstable
cargo,cargo,2019-02-02T13:16:13+05:30,0.32.0-2~exp1,experimental
cargo,cargo,2019-01-24T00:29:51-08:00,0.32.0-1,unstable
cargo,cargo,2019-01-23T19:44:05-08:00,0.32.0-1~exp3,experimental
cargo,cargo,2019-01-22T20:08:29-08:00,0.32.0-1~exp2,experimental
cargo,cargo,2018-12-12T21:47:42+05:30,0.32.0-1~exp1,experimental
cargo,cargo,2018-12-11T20:57:21+05:30,0.31.1-1,unstable
cargo,cargo,2018-12-11T20:53:53+05:30,0.31.1-1~exp1,experimental
cargo,cargo,2018-11-19T22:50:59-08:00,0.31.0-4,unstable
cargo,cargo,2018-11-09T02:56:54-08:00,0.31.0-3,unstable
cargo,cargo,2018-11-04T11:32:26-08:00,0.31.0-2,unstable
cargo,cargo,2018-11-04T10:10:24-08:00,0.31.0-1,unstable
cargo,cargo,2018-11-04T03:50:33-08:00,0.31.0-1~exp1,experimental
cargo,cargo,2018-10-21T11:59:11+05:30,0.30.0-1,unstable
cargo,cargo,2018-10-07T10:39:49+05:30,0.30.0-1~exp1,experimental
cargo,cargo,2018-08-13T20:37:13+05:30,0.29.0-1,unstable
cargo,cargo,2018-08-12T22:25:42+05:30,0.29.0-1~exp1,experimental
cargo,cargo,2018-08-12T00:15:23-07:00,0.28.0-2,unstable
cargo,cargo,2018-08-07T22:14:46+05:30,0.28.0-1,unstable
cargo,cargo,2018-08-07T22:01:31+05:30,0.28.0-1~exp3,experimental
cargo,cargo,2018-08-05T17:17:00+05:30,0.28.0-1~exp2,experimental
cargo,cargo,2018-07-29T22:07:36+05:30,0.28.0-1~exp1,experimental
cargo,cargo,2018-06-06T22:35:30-07:00,0.27.0-2,unstable
cargo,cargo,2018-06-03T20:42:13+05:30,0.27.0-1,unstable
cargo,cargo,2018-06-02T15:10:38+05:30,0.27.0-1~exp1,experimental
cargo,cargo,2018-05-01T13:02:05+05:30,0.26.0-1,unstable
cargo,cargo,2018-04-21T20:59:39+05:30,0.26.0-1~exp1,experimental
cargo,cargo,2018-04-15T12:28:29+05:30,0.25.0-3,unstable
cargo,cargo,2018-03-22T20:08:17+05:30,0.25.0-2,unstable
cargo,cargo,2018-03-09T21:09:38+05:30,0.25.0-1,unstable
cargo,cargo,2018-02-25T10:27:23+05:30,0.25.0-1~exp2,experimental
cargo,cargo,2018-02-24T14:43:48+05:30,0.25.0-1~exp1,experimental
cargo,cargo,2018-01-27T10:41:06+01:00,0.24.0-1,unstable
cargo,cargo,2018-01-25T14:57:43+05:30,0.24.0-1~exp1,experimental
cargo,cargo,2017-12-10T15:33:55+05:30,0.23.0-1,unstable
cargo,cargo,2017-12-05T22:03:49+05:30,0.23.0-1~exp1,experimental
cargo,cargo,2017-10-29T19:50:42+05:30,0.22.0-1~exp1,experimental
cargo,cargo,2017-10-25T23:30:46+02:00,0.21.1-2,unstable
cargo,cargo,2017-09-23T10:41:07+05:30,0.21.1-1,experimental
cargo,cargo,2017-09-14T15:47:55+02:00,0.20.0-2,unstable
cargo,cargo,2017-08-24T19:13:00+02:00,0.20.0-1,unstable
