package,source_package,date,version,repo
libpsl5,libpsl,2021-02-04T22:56:22+01:00,0.21.0-1.2,unstable
libpsl5,libpsl,2020-05-16T17:24:03+03:00,0.21.0-1.1,unstable
libpsl5,libpsl,2020-03-04T12:39:16-05:00,0.21.0-1,unstable
libpsl5,libpsl,2018-10-15T15:11:19-04:00,0.20.2-2,unstable
libpsl5,libpsl,2018-05-31T10:55:01-04:00,0.20.2-1,unstable
libpsl5,libpsl,2018-03-23T11:30:17+00:00,0.20.1-1,unstable
libpsl5,libpsl,2018-02-22T19:04:53-08:00,0.19.1-5,unstable
libpsl5,libpsl,2017-11-30T16:19:33-05:00,0.19.1-4,unstable
libpsl5,libpsl,2017-11-11T20:20:15+08:00,0.19.1-3,unstable
libpsl5,libpsl,2017-11-11T17:59:57+08:00,0.19.1-2,unstable
libpsl5,libpsl,2017-11-11T12:19:20+08:00,0.19.1-1,unstable
libpsl5,libpsl,2017-09-10T22:42:57-04:00,0.18.0-4,unstable
libpsl5,libpsl,2017-09-07T11:16:50-04:00,0.18.0-3,unstable
libpsl5,libpsl,2017-08-11T14:36:09-04:00,0.18.0-2,unstable
libpsl5,libpsl,2017-08-10T20:17:09-04:00,0.18.0-1,unstable
libpsl5,libpsl,2017-07-14T21:35:43+02:00,0.17.0-5,unstable
