package,source_package,date,version,repo
libcrypt1,libxcrypt,2021-04-19T02:46:31+02:00,1:4.4.18-4,unstable
libcrypt1,libxcrypt,2021-04-17T04:04:04+02:00,1:4.4.18-3,unstable
libcrypt1,libxcrypt,2021-03-27T17:11:11+01:00,1:4.4.18-2,unstable
libcrypt1,libxcrypt,2021-03-12T22:59:03+01:00,1:4.4.18-1,unstable
libcrypt1,libxcrypt,2020-08-25T01:51:08+02:00,1:4.4.17-1,unstable
libcrypt1,libxcrypt,2020-04-05T01:12:05+02:00,1:4.4.16-1,unstable
libcrypt1,libxcrypt,2020-02-28T20:32:59+01:00,1:4.4.15-1,unstable
libcrypt1,libxcrypt,2020-01-01T15:23:32+01:00,1:4.4.10-10,unstable
libcrypt1,libxcrypt,2019-12-29T01:05:43+01:00,1:4.4.10-9,unstable
libcrypt1,libxcrypt,2019-12-27T23:51:08+01:00,1:4.4.10-8,unstable
libcrypt1,libxcrypt,2019-12-17T00:39:11+01:00,1:4.4.10-7,unstable
libcrypt1,libxcrypt,2019-12-06T12:00:54+01:00,1:4.4.10-5,unstable
libcrypt1,libxcrypt,2019-11-25T02:25:53+01:00,1:4.4.10-4,experimental
libcrypt1,libxcrypt,2019-11-17T23:15:20+01:00,1:4.4.10-3,experimental
libcrypt1,libxcrypt,2019-11-17T22:33:38+01:00,1:4.4.10-2,experimental
libcrypt1,libxcrypt,2019-10-10T01:21:17+02:00,1:4.4.10-1,experimental
libcrypt1,libxcrypt,2019-09-02T01:15:59+02:00,1:4.4.8-1,experimental
libcrypt1,libxcrypt,2019-07-23T17:26:10+02:00,1:4.4.6-3,experimental
libcrypt1,libxcrypt,2019-07-23T16:23:33+02:00,1:4.4.6-2,experimental
libcrypt1,libxcrypt,2019-05-06T00:17:33+02:00,1:4.4.6-1,experimental
libcrypt1,libxcrypt,2019-03-06T00:02:44+01:00,1:4.4.4-1,experimental
libcrypt1,libxcrypt,2019-01-26T04:25:24+01:00,1:4.4.3-1,experimental
libcrypt1,libxcrypt,2018-12-30T00:52:32+01:00,1:4.4.2-1,experimental
libcrypt1,libxcrypt,2018-12-10T15:23:08+01:00,1:4.4.1-1,experimental
libcrypt1,libxcrypt,2018-12-04T18:24:58+01:00,1:4.4.0-1,experimental
libcrypt1,libxcrypt,2018-11-17T01:25:49+01:00,1:4.3.4-1,experimental
libcrypt1,libxcrypt,2018-11-11T15:43:11+01:00,1:4.3.1-1,experimental
libcrypt1,libxcrypt,2018-11-10T21:49:28+01:00,1:4.3.0-1,unstable
libcrypt1,libxcrypt,2018-10-26T18:25:56+02:00,1:4.2.3-1,unstable
libcrypt1,libxcrypt,2018-10-24T14:26:00+02:00,1:4.2.2-1,unstable
libcrypt1,libxcrypt,2018-09-30T14:46:00+02:00,1:4.2.1-1,unstable
libcrypt1,libxcrypt,2018-09-07T11:05:35+02:00,1:4.1.2-1,unstable
libcrypt1,libxcrypt,2018-08-02T03:07:49+02:00,1:4.1.1-1,unstable
libcrypt1,libxcrypt,2018-07-19T11:50:29+02:00,1:4.1.0-1,unstable
