package,source_package,date,version,repo
libselinux1,libselinux,2021-02-09T10:19:50+01:00,3.1-3,unstable
libselinux1,libselinux,2020-07-16T18:28:55+02:00,3.1-2,unstable
libselinux1,libselinux,2020-07-14T19:00:18+02:00,3.1-1,unstable
libselinux1,libselinux,2020-05-23T12:31:19+02:00,3.1~rc1-1,experimental
libselinux1,libselinux,2019-12-11T14:38:39+01:00,3.0-1,unstable
libselinux1,libselinux,2019-11-12T10:42:53+01:00,2.9-3,unstable
libselinux1,libselinux,2019-07-07T11:50:04+02:00,2.9-2,unstable
libselinux1,libselinux,2019-03-17T20:22:24+01:00,2.9-1,experimental
libselinux1,libselinux,2018-05-28T20:50:31+02:00,2.8-1,unstable
libselinux1,libselinux,2017-09-15T11:46:07+02:00,2.7-2,unstable
libselinux1,libselinux,2017-09-09T23:32:59+02:00,2.7-1,unstable
libselinux1,libselinux,2017-06-21T13:21:45+02:00,2.7~rc2-1,experimental
